gene,KOG
Acropora_009697,NA
Acropora_009736,"Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling"
Acropora_009753,NA
Acropora_009761,NA
Acropora_009768,GCN5-related N-acetyl-transferase
Acropora_009807,NA
Acropora_009812,tRNA methyltransferase activity
Acropora_009822,NA
Acropora_009840,cyclin-dependent protein kinase activating kinase activity
Acropora_009880,vestibular receptor cell development
Acropora_009881,NA
Acropora_009990,"POU domain, class 4, transcription factor"
Acropora_009992,furry homolog
Acropora_009996,This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium
Acropora_010046,YqaJ-like viral recombinase domain
Acropora_010062,NA
Acropora_010077,Chromosome 4 open reading frame 27
Acropora_010085,Thioesterase-like superfamily
Acropora_010087,DNA-directed RNA polymerases I and III subunit
Acropora_010089,NA
Acropora_010107,NA
Acropora_010120,K02A2.6-like
Acropora_010123,NA
Acropora_010141,NA
Acropora_010174,Histone H2A
Acropora_010187,NA
Acropora_010223,NA
Acropora_010240,serine threonine-protein kinase
Acropora_010245,metalloendopeptidase activity
Acropora_010262,secondary active sulfate transmembrane transporter activity
Acropora_010264,Belongs to the class-I aminoacyl-tRNA synthetase family
Acropora_010273,steroid hormone receptor activity
Acropora_010283,NA
Acropora_010285,NA
Acropora_010298,Tho complex
Acropora_010304,"binding. It is involved in the biological process described with regulation of transcription, DNA-templated"
Acropora_010307,NA
Acropora_010347,NA
Acropora_010382,hydrolase activity
Acropora_010470,NA
Acropora_010496,kinase-activated protein kinase
Acropora_010541,NA
Acropora_010558,mRNA-containing ribonucleoprotein complex export from nucleus
Acropora_010563,Coiled-coil domain containing 138
Acropora_010577,NA
Acropora_010579,NA
Acropora_010604,"Sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)"
Acropora_010614,NA
Acropora_010618,homophilic cell adhesion via plasma membrane adhesion molecules
Acropora_010636,NA
Acropora_010653,NA
Acropora_010673,P21-activated protein kinase-interacting protein
Acropora_010682,NA
Acropora_010704,cytoplasmic dynein 2 heavy chain
Acropora_010708,5S rRNA binding
Acropora_010724,NA
Acropora_010730,NA
Acropora_010749,transcriptional regulator
Acropora_010755,NA
Acropora_010768,Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily
Acropora_010769,MBT domain-containing protein 1
Acropora_010775,NA
Acropora_010784,NA
Acropora_010785,NA
Acropora_010787,GTP binding
Acropora_010801,Hsc70-interacting protein
Acropora_010809,tRNA (uracil) methyltransferase activity
Acropora_010818,NA
Acropora_010833,Ring finger protein 121
Acropora_010850,GABA-A receptor activity
Acropora_010851,NA
Acropora_010860,fibulin-like extracellular matrix protein 1
Acropora_010870,Belongs to the AB hydrolase superfamily. Lipase family
Acropora_010875,NA
Acropora_010877,NA
Acropora_010881,Cytoplasmic FMR1 interacting protein 2
Acropora_010883,U4atac snRNA binding
Acropora_010908,Leucine rich repeat containing 59
Acropora_010909,NA
Acropora_010912,NA
Acropora_010926,plasmacytoid dendritic cell antigen processing and presentation
Acropora_010927,NA
Acropora_010940,"Protein tyrosine phosphatase, receptor type"
Acropora_010943,calcium ion binding
Acropora_010948,It is involved in the biological process described with signal transduction
Acropora_010949,nickel cation binding
Acropora_010950,OCIA domain-containing protein
Acropora_010967,NA
Acropora_010976,NA
Acropora_010979,double-strand break repair via alternative nonhomologous end joining
Acropora_010983,histone H4-K16 acetylation
Acropora_010992,mitotic nuclear envelope reassembly
Acropora_011000,RNA secondary structure unwinding
Acropora_011006,RNA polymerase II C-terminal domain phosphoserine binding
Acropora_011008,NA
Acropora_011017,tRNA (cytosine) methyltransferase activity
Acropora_011019,RNA binding
Acropora_011023,stabilization of membrane potential
Acropora_011029,Leucine rich repeat containing 46
Acropora_011037,O-fucosyltransferase 2
Acropora_011038,"Discs, large (Drosophila) homolog-associated protein"
Acropora_011047,NA
Acropora_011073,Patatin-like phospholipase
Acropora_011074,NA
Acropora_011083,NA
Acropora_011087,5'-AMP-activated protein kinase subunit
Acropora_011103,amyloid-beta metabolic process
Acropora_011128,NA
Acropora_011129,NA
Acropora_011133,NA
Acropora_011139,NA
Acropora_011141,NA
Acropora_011170,NA
Acropora_011188,calcium ion-regulated exocytosis of neurotransmitter
Acropora_011189,NA
Acropora_011193,NA
Acropora_011201,Belongs to the DNase I family
Acropora_011205,NA
Acropora_011209,NA
Acropora_011216,NA
Acropora_011218,NA
Acropora_011228,cell motility in response to calcium ion
Acropora_011231,sclerotome development
Acropora_011237,positive regulation of extent of heterochromatin assembly
Acropora_011257,ER overload response
Acropora_011270,cell migration
Acropora_011280,15-hydroxyprostaglandin dehydrogenase (NADP+) activity
Acropora_011281,Belongs to the small GTPase superfamily. Arf family
Acropora_011282,NA
Acropora_011285,Erythrocyte membrane protein band 4.1 like
Acropora_011301,NA
Acropora_011304,NA
Acropora_011315,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
Acropora_011318,NA
Acropora_011324,NA
Acropora_011369,"Myosin, light"
Acropora_011372,Carboxylesterase family
Acropora_011437,NA
Acropora_011440,Belongs to the cullin family
Acropora_011456,acidic dipeptidase
Acropora_011471,NA
Acropora_011478,NA
Acropora_011486,NA
Acropora_011495,Sodium-dependent phosphate transport protein
Acropora_011511,amine sulfotransferase activity
Acropora_011513,Si dkey-256h2.1
Acropora_011532,GPI anchor metabolic process
Acropora_011546,NA
Acropora_011559,endocytosis
Acropora_011567,Ceramide synthase
Acropora_011572,NA
Acropora_011576,ribonuclease P
Acropora_011577,spliceosomal complex assembly
Acropora_011579,"Enkurin, TRPC channel interacting protein"
Acropora_011583,NA
Acropora_011596,NA
Acropora_011597,NA
Acropora_011601,NA
Acropora_011605,protein kinase C activity
Acropora_011609,metal ion binding
Acropora_011642,NA
Acropora_011665,NA
Acropora_011674,GTP-binding protein 10
Acropora_011678,Ankyrin repeats (3 copies)
Acropora_011682,"SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member"
Acropora_011724,zinc ion binding
Acropora_011729,Meiosis-specific coiled-coil domain-containing protein MEIOC
Acropora_011759,NA
Acropora_011784,NA
Acropora_011876,NA
Acropora_011900,NA
Acropora_011914,non-motile cilium assembly
Acropora_011917,NA
Acropora_011960,NA
Acropora_012061,scavenger receptor activity
Acropora_012134,NA
Acropora_012388,Leucine rich repeat containing 45
Acropora_012391,NA
Acropora_012396,Sclerostin (SOST)
Acropora_012399,variant 1
Acropora_012413,NA
Acropora_012480,NA
Acropora_012498,NA
Acropora_012520,NA
Acropora_012524,Granulin
Acropora_012566,NA
Acropora_012574,NA
Acropora_012576,NA
Acropora_012579,NA
Acropora_012595,Serpentine type 7TM GPCR chemoreceptor Srx
Acropora_012596,NA
Acropora_012684,acyl-CoA oxidase activity
Acropora_012689,NA
Acropora_012712,NA
Acropora_012714,NA
Acropora_012727,NA
Acropora_012728,NA
Acropora_012739,NA
Acropora_012746,positive regulation of phosphorylation of RNA polymerase II C-terminal domain
Acropora_012747,NA
Acropora_012763,NA
Acropora_012781,positive regulation of transforming growth factor beta2 production
Acropora_012786,NA
Acropora_012842,NA
Acropora_012881,positive regulation of epithelial to mesenchymal transition
Acropora_012891,mitochondrial large ribosomal subunit assembly
Acropora_012896,ABRA C-terminal like
Acropora_012898,prostaglandin-E synthase activity
Acropora_012901,RNA recognition motif
Acropora_012903,NA
Acropora_012909,"negative regulation of transcription, DNA-templated"
Acropora_012941,NA
Acropora_012945,"Tubulin tyrosine ligase-like family, member 4"
Acropora_012965,Homeobox protein Hox-B1
Acropora_012977,threonine-type endopeptidase activity
Acropora_012978,NA
Acropora_012986,NA
Acropora_012992,prefoldin subunit 5
Acropora_012994,NA
Acropora_012999,Solute carrier family 12
Acropora_013014,Vacuolar protein sorting-associated protein 41 homolog
Acropora_013029,NA
Acropora_013036,Chromosome 1 open reading frame 35
Acropora_013043,Universal stress protein family
Acropora_013044,NA
Acropora_013053,actin-binding Rho activating protein
Acropora_013057,snRNA transcription by RNA polymerase III
Acropora_013061,chromatin remodeling
Acropora_013062,Coiled-coil domain containing 148
Acropora_013063,downstream neighbor of Son
Acropora_013080,Belongs to the purine pyrimidine phosphoribosyltransferase family
Acropora_013113,Deleted in autism protein
Acropora_013129,negative regulation of cell proliferation
Acropora_013163,transmembrane protein 198
Acropora_013164,pyridoxal phosphatase activity
Acropora_013208,transmembrane transport
Acropora_013217,NA
Acropora_013219,NA
Acropora_013266,SH3 domain-binding protein 5
Acropora_013286,proteasome assembly
Acropora_013290,NA
Acropora_013291,NA
Acropora_013296,NA
Acropora_013301,NA
Acropora_013314,protein ubiquitination
Acropora_013330,NA
Acropora_013358,ribosomal large subunit biogenesis
Acropora_013362,NA
Acropora_013380,integrin-mediated signaling pathway
Acropora_013382,anterograde synaptic vesicle transport
Acropora_013385,cwf18 pre-mRNA splicing factor
Acropora_013427,NA
Acropora_013428,Belongs to the mitochondrial carrier (TC 2.A.29) family
Acropora_013431,negative regulation of programmed cell death
Acropora_013461,NA
Acropora_013464,programmed cell death
Acropora_013489,solute carrier family 22
Acropora_013503,imaginal disc-derived wing hair outgrowth
Acropora_013504,imaginal disc-derived wing hair outgrowth
Acropora_013510,monocarboxylate transporter
Acropora_013533,NA
Acropora_013563,phosphatase activity
Acropora_013571,Leucine rich repeat containing 34
Acropora_013581,NA
Acropora_013586,NA
Acropora_013602,monooxygenase activity
Acropora_013611,calcium ion binding
Acropora_013613,"Calmodulin (CaM) is a calcium-binding protein expressed in all eukaryotic cells. It can bind to and regulate a number of different protein targets, thereby affecting many different cellular functions"
Acropora_013614,NA
Acropora_013626,Belongs to the protein kinase superfamily. Tyr protein kinase family
Acropora_013627,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase
Acropora_013628,peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine
Acropora_013642,ephrin receptor activity
Acropora_013664,NA
Acropora_013684,Essential subunit of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser Thr consensus motif in nascent polypeptide chains
Acropora_013685,NA
Acropora_013688,NA
Acropora_013692,metal ion binding
Acropora_013709,NA
Acropora_013715,NA
Acropora_013724,NA
Acropora_013736,It is involved in the biological process described with protein ubiquitination
Acropora_013742,NA
Acropora_013779,NA
Acropora_013803,NA
Acropora_013813,NA
Acropora_013829,Belongs to the p53 family
Acropora_013837,vesicle-associated membrane protein
Acropora_013856,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase"
Acropora_013863,NA
Acropora_013864,NA
Acropora_013884,regulatory subunit 4
Acropora_013898,NA
Acropora_013909,NA
Acropora_013917,protein polyubiquitination
Acropora_013921,NA
Acropora_013924,NA
Acropora_013934,NA
Acropora_013944,outward rectifier potassium channel activity
Acropora_013946,"Cytochrome P450, family 21, subfamily A, polypeptide 2"
Acropora_013961,NA
Acropora_013970,NA
Acropora_013981,Protein DDI1 homolog
Acropora_013985,NA
Acropora_014007,hydrolase activity
Acropora_014014,zinc ion binding
Acropora_014017,Chromosome 8 open reading frame 33
Acropora_014019,NA
Acropora_014023,NA
Acropora_014031,NA
Acropora_014042,regulatory subunit 4
Acropora_014043,Contactin associated protein-like 2a
Acropora_014057,protein localization to ciliary transition zone
Acropora_014062,NA
Acropora_014068,"Phosphatidylinositol glycan anchor biosynthesis, class P"
Acropora_014070,Protein kinase C iota
Acropora_014104,chloride channel
Acropora_014112,procollagen-lysine 5-dioxygenase activity
Acropora_014114,CRD-mediated mRNA stabilization
Acropora_014116,BMP signaling pathway involved in spinal cord dorsal/ventral patterning
Acropora_014118,Belongs to the peptidase C14A family
Acropora_014123,NA
Acropora_014127,Domain of unknown function (DUF4419)
Acropora_014139,NA
Acropora_014150,NA
Acropora_014158,NA
Acropora_014174,NA
Acropora_014190,skeletal muscle satellite cell activation
Acropora_014194,NA
Acropora_014207,ephrin receptor activity
Acropora_014208,NA
Acropora_014211,NA
Acropora_014341,NA
Acropora_014363,AMPA glutamate receptor activity
Acropora_014372,AMPA glutamate receptor activity
Acropora_014387,nuclear export
Acropora_014390,rRNA (cytosine-C5-)-methyltransferase activity
Acropora_014391,NA
Acropora_014454,keratinization
Acropora_014456,NA
Acropora_014505,NA
Acropora_014518,NA
Acropora_014547,deoxycytidyl transferase activity
Acropora_014571,L-gulonate 3-dehydrogenase activity
Acropora_014573,NA
Acropora_014577,NA
Acropora_014623,regulation of cilium movement
Acropora_014647,-
Acropora_014651,NA
Acropora_014661,G-protein coupled receptor activity
Acropora_014680,positive regulation of hyaluranon cable assembly
Acropora_014693,"Protein tyrosine phosphatase, catalytic domain"
Acropora_014696,STELLO glycosyltransferases
Acropora_014719,cationic amino acid transporter
Acropora_014722,NA
Acropora_014725,NA
Acropora_014731,Belongs to the short-chain dehydrogenases reductases (SDR) family
Acropora_014734,Lysophospholipid acyltransferase 5
Acropora_014743,NA
Acropora_014761,NA
Acropora_014799,Sentrin-specific protease 7
Acropora_014813,-
Acropora_014814,Ganglioside induced differentiation associated protein 2
Acropora_014827,phosphatidylethanolamine binding
Acropora_014832,acetyl-CoA C-acetyltransferase activity
Acropora_014835,mycophenolic acid acyl-glucuronide esterase activity
Acropora_014841,GXGXG motif
Acropora_014843,ligase activity
Acropora_014844,Caffeine-induced death protein 2
Acropora_014878,"glycoprotein endo-alpha-1,2-mannosidase activity"
Acropora_014888,nucleoside:sodium symporter activity
Acropora_014896,"positive regulation of mRNA splicing, via spliceosome"
Acropora_014901,pseudouridine synthase activity
Acropora_014902,Zinc-binding dehydrogenase
Acropora_014935,-
Acropora_014941,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"
Acropora_014952,NA
Acropora_014953,NA
Acropora_014974,Src homology 3 domains
Acropora_014989,chloride channel activity
Acropora_014995,NA
Acropora_015005,NA
Acropora_015020,NA
Acropora_015021,RPR
Acropora_015027,SRY (sex determining region Y)-box
Acropora_015029,NA
Acropora_015030,NA
Acropora_015053,mRNA methylation
Acropora_015099,initiation of primordial ovarian follicle growth
Acropora_015105,anandamide amidohydrolase activity
Acropora_015119,Olfactomedin-like
Acropora_015124,Belongs to the globin family
Acropora_015134,inositol
Acropora_015145,NA
Acropora_015150,NA
Acropora_015176,protein localization to nucleolus
Acropora_015177,NA
Acropora_015183,polyprenol biosynthetic process
Acropora_015234,SH3 domain-containing kinase-binding protein
Acropora_015244,"SH3-binding, glutamic acid-rich protein"
Acropora_015252,Aldo/keto reductase family
Acropora_015257,EF-hand domain pair
Acropora_015265,NA
Acropora_015286,FAM76 protein
Acropora_015298,NA
Acropora_015302,male germ-line sex determination
Acropora_015328,Pfam:zf-DHHC
Acropora_015332,NA
Acropora_015333,glutathione S-transferase
Acropora_015339,fibroblast growth factor binding
Acropora_015346,"complement activation, lectin pathway"
Acropora_015352,(Tor) signaling pathway
Acropora_015363,NA
Acropora_015365,NA
Acropora_015372,positive regulation of myoblast proliferation
Acropora_015419,S-adenosylmethioninamine biosynthetic process
Acropora_015436,Wnt-activated receptor activity
Acropora_015439,Wnt-activated receptor activity
Acropora_015459,Brefeldin A-inhibited guanine nucleotide-exchange protein
Acropora_015474,NA
Acropora_015481,regulation of mitotic cell cycle
Acropora_015490,nuclear import signal receptor activity
Acropora_015493,RNA splicing
Acropora_015502,NA
Acropora_015543,NA
Acropora_015546,Low density lipoprotein receptor
Acropora_015562,NA
Acropora_015567,rRNA processing
Acropora_015602,"potassium voltage-gated channel, subfamily H"
Acropora_015615,skeletal muscle fiber development
Acropora_015628,glutaredoxin-related protein 5
Acropora_015631,NA
Acropora_015635,positive regulation of protein autoubiquitination
Acropora_015638,ROK family
Acropora_015655,NA
Acropora_015664,CAAX-box protein maturation
Acropora_015666,mRNA processing
Acropora_015673,"Pleckstrin homology domain containing, family H (with MyTH4 domain) member"
Acropora_015680,scavenger receptor activity
Acropora_015720,DBH-like monooxygenase protein 1
Acropora_015750,NA
Acropora_015764,bicarbonate binding
Acropora_015807,NA
Acropora_015808,NA
Acropora_015819,NA
Acropora_015824,NA
Acropora_015832,NA
Acropora_015860,NA
Acropora_015876,regulation of postsynaptic density protein 95 clustering
Acropora_015900,3'-tRNA processing endoribonuclease activity
Acropora_015903,H4K20me3 modified histone binding
Acropora_015913,Breast cancer metastasis-suppressor
Acropora_015920,NA
Acropora_015931,NA
Acropora_015933,NA
Acropora_015934,NA
Acropora_015956,NA
Acropora_015961,NA
Acropora_015964,hydrolase activity
Acropora_015973,positive regulation of gluconeogenesis
Acropora_015986,ubiquinone biosynthetic process
Acropora_015987,Coiled-coil domain-containing protein 85C
Acropora_015999,NA
Acropora_016016,NA
Acropora_016023,monocarboxylate transporter
Acropora_016026,monocarboxylate transporter
Acropora_016046,leucine rich repeat containing 6
Acropora_016053,Notch ligand involved in the mediation of Notch signaling
Acropora_016055,YY1 transcription factor b
Acropora_016058,NA
Acropora_016060,NA
Acropora_016093,ion channel binding
Acropora_016094,adenylosuccinate synthase activity
Acropora_016109,NA
Acropora_016110,Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
Acropora_016111,NA
Acropora_016119,"Zinc finger, C3HC4 type (RING finger)"
Acropora_016124,alpha-(1->3)-fucosyltransferase activity
Acropora_016127,"inositol-1,3,4-trisphosphate 6-kinase activity"
Acropora_016149,NA
Acropora_016173,Aminotransferase class I and II
Acropora_016177,melanocortin receptor activity
Acropora_016194,Serine threonine-protein kinase
Acropora_016196,NA
Acropora_016198,NA
Acropora_016203,FSHD region gene 1
Acropora_016209,Maguk P55 subfamily member
Acropora_016301,microtubule motor activity
Acropora_016304,polynucleotide adenylyltransferase activity
Acropora_016323,NA
Acropora_016324,NA
Acropora_016327,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates
Acropora_016342,NA
Acropora_016350,Annexin A13
Acropora_016368,NA
Acropora_016386,distal tubule morphogenesis
Acropora_016388,ERAD pathway
Acropora_016389,N-glycan processing to lysosome
Acropora_016413,UTP:glucose-1-phosphate uridylyltransferase activity
Acropora_016418,NADP-retinol dehydrogenase activity
Acropora_016525,NA
Acropora_016577,NA
Acropora_016590,NA
Acropora_016591,NA
Acropora_016603,NA
Acropora_016609,Nuclear nucleic acid-binding protein C1D
Acropora_016611,NA
Acropora_016673,NA
Acropora_016706,NA
Acropora_016719,NA
Acropora_016720,COP9 constitutive photomorphogenic homolog subunit 3
Acropora_017013,NA
Acropora_017028,NA
Acropora_017032,thyroid adenoma-associated protein
Acropora_017043,-
Acropora_017067,DDB1 and CUL4 associated factor 5
Acropora_017085,NA
Acropora_017099,Endonuclease/Exonuclease/phosphatase family
Acropora_017104,NA
Acropora_017134,NA
Acropora_017137,NA
Acropora_017196,molybdenum ion binding
Acropora_017215,NA
Acropora_017226,NA
Acropora_017258,Lactoylglutathione lyase
Acropora_017349,NA
Acropora_017352,NA
Acropora_017384,protein phosphatase inhibitor activity
Acropora_017387,NA
Acropora_017394,G-protein coupled receptor activity
Acropora_017408,serine C-palmitoyltransferase activity
Acropora_017435,NA
Acropora_017438,Nutritionally-regulated adipose and cardiac enriched protein homolog
Acropora_017439,peripheral nervous system myelin maintenance
Acropora_017442,NA
Acropora_017460,NA
Acropora_017469,Pecanex protein (C-terminus)
Acropora_017481,chromatin remodeling
Acropora_017485,steroid hormone receptor activity
Acropora_017488,regulation of cardiac muscle myoblast proliferation
Acropora_017490,Chromosome 15 open reading frame 41
Acropora_017504,RAD51 paralog B
Acropora_017535,5'-3' exonuclease activity
Acropora_017536,NA
Acropora_017563,Toll signaling pathway
Acropora_017578,SDE2 telomere maintenance homolog (S. pombe)
Acropora_017595,NA
Acropora_017603,endodermal-mesodermal cell signaling
Acropora_017611,NA
Acropora_017622,Lysosomal trafficking regulator
Acropora_017625,mRNA CDS binding
Acropora_017632,"Specifically methylates the N1 position of guanosine-37 in various cytoplasmic and mitochondrial tRNAs. Methylation is not dependent on the nature of the nucleoside 5' of the target nucleoside. This is the first step in the biosynthesis of wybutosine (yW), a modified base adjacent to the anticodon of tRNAs and required for accurate decoding"
Acropora_017649,factor 1
Acropora_017650,NA
Acropora_017651,transcription initiation from RNA polymerase II promoter
Acropora_017667,NA
Acropora_017669,6-O-sulfation enzyme which catalyzes the transfer of sulfate from 3'-phosphoadenosine 5'-phosphosulfate (PAPS) to position 6 of the N-sulfoglucosamine residue (GlcNS) of heparan sulfate
Acropora_017670,positive regulation of ruffle assembly
Acropora_017682,NA
Acropora_017685,NA
Acropora_017689,Intron-binding protein aquarius
Acropora_017702,Centrosomal protein of 97 kDa
Acropora_017715,histone demethylase activity (H3-K4 specific)
Acropora_017725,cell differentiation
Acropora_017734,DNA-directed 5'-3' RNA polymerase activity
Acropora_017747,cerebellar granule cell precursor tangential migration
Acropora_017789,NA
Acropora_017801,NA
Acropora_017816,NA
Acropora_017817,regulation of podosome assembly
Acropora_017819,Rho GTPase binding
Acropora_017870,NA
Acropora_017876,DNA-directed 5'-3' RNA polymerase activity
Acropora_017884,regulation of T cell differentiation in thymus
Acropora_017892,regulation of microtubule-based process
Acropora_017894,GTPase activity
Acropora_017914,"7,8-dihydroneopterin 3'-triphosphate biosynthetic process"
Acropora_017949,serine-type endopeptidase activity
Acropora_017952,DNA-directed RNA polymerases I and III subunit
Acropora_017963,spliceosomal snRNP assembly
Acropora_017969,NA
Acropora_017974,NA
Acropora_017977,NA
Acropora_018011,vesicle docking involved in exocytosis
Acropora_018013,Arp2/3 complex-mediated actin nucleation
Acropora_018016,ER to Golgi vesicle-mediated transport
Acropora_018031,cilium movement
Acropora_018040,midbrain morphogenesis
Acropora_018050,modulation by host of viral RNA genome replication
Acropora_018078,ectonucleotide pyrophosphatase phosphodiesterase
Acropora_018095,NA
Acropora_018102,NA
Acropora_018122,DNA replication-independent nucleosome assembly
Acropora_018133,positive regulation of pinocytosis
Acropora_018140,positive regulation of histone deubiquitination
Acropora_018163,rRNA (guanine-N7)-methylation
Acropora_018169,negative regulation of peptidyl-serine phosphorylation of STAT protein
Acropora_018172,protein import into nucleus
Acropora_018179,NA
Acropora_018191,NA
Acropora_018208,glutathione hydrolase activity
Acropora_018238,"Translocated promoter region, nuclear basket protein"
Acropora_018249,NA
Acropora_018268,NA
Acropora_018280,NA
Acropora_018287,ubiquitin conjugating enzyme binding
Acropora_018319,NA
Acropora_018332,NA
Acropora_018334,NA
Acropora_018336,NA
Acropora_018338,Common central domain of tyrosinase
Acropora_018340,NA
Acropora_018361,NA
Acropora_018369,"obsolete RNA polymerase II transcription factor activity, TBP-class protein binding, involved in preinitiation complex assembly"
Acropora_018370,NA
Acropora_018375,"transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding"
Acropora_018377,UTP biosynthetic process
Acropora_018383,C2H2-type zinc finger
Acropora_018384,NA
Acropora_018386,negative regulation of dendritic cell antigen processing and presentation
Acropora_018394,positive regulation of polarized epithelial cell differentiation
Acropora_018400,NA
Acropora_018405,post-translational protein acetylation
Acropora_018414,NA
Acropora_018463,Belongs to the G-protein coupled receptor 2 family
Acropora_018490,mitochondrial ATP synthesis coupled proton transport
Acropora_018502,translation initiation factor activity
Acropora_018508,NA
Acropora_018519,DNA primase is the polymerase that synthesizes small RNA primers for the Okazaki fragments made during discontinuous DNA replication
Acropora_018540,NA
Acropora_018553,positive regulation of exoribonuclease activity
Acropora_018606,NA
Acropora_018617,ATP GTP binding protein-like 5
Acropora_018634,Animal haem peroxidase
Acropora_018637,chromatin remodeling
Acropora_018644,translation initiation factor binding
Acropora_018651,NA
Acropora_018654,NA
Acropora_018662,"Platelet-derived and vascular endothelial growth factors (PDGF, VEGF) family"
Acropora_018668,histone monoubiquitination
Acropora_018691,ATP binding. It is involved in the biological process described with protein phosphorylation
Acropora_018693,Small acidic protein family
Acropora_018720,"positive regulation of DNA-templated transcription, elongation"
Acropora_018731,NA
Acropora_018752,NA
Acropora_018758,NA
Acropora_018792,NA
Acropora_018809,NA
Acropora_018835,NA
Acropora_018839,NA
Acropora_018894,NA
Acropora_018917,hydrolase
Acropora_018920,DDE superfamily endonuclease
Acropora_018921,-
Acropora_018929,NA
Acropora_018981,PRY
Acropora_019040,NA
Acropora_019056,NA
Acropora_019060,NA
Acropora_019081,NA
Acropora_019084,NA
Acropora_019118,NA
Acropora_019136,Mab-21
Acropora_019177,N-terminal peptidyl-methionine acetylation
Acropora_019185,Serine threonine-protein phosphatase
Acropora_019199,NA
Acropora_019224,NA
Acropora_019271,NA
Acropora_019360,Belongs to the MIP aquaporin (TC 1.A.8) family
Acropora_019371,Nitric oxide synthase
Acropora_019383,NA
Acropora_019439,NA
Acropora_019442,NA
Acropora_019445,NA
Acropora_019458,Polymerase delta-interacting protein 2
Acropora_019463,Rab interacting lysosomal protein-like 1
Acropora_019475,NA
Acropora_019537,"SMG6, nonsense mediated mRNA decay factor"
Acropora_019574,negative regulation of RIG-I signaling pathway
Acropora_019589,positive regulation of platelet-derived growth factor receptor-beta signaling pathway
Acropora_019600,MFS/sugar transport protein
Acropora_019609,NA
Acropora_019612,NA
Acropora_019615,NA
Acropora_019643,rhythmic process
Acropora_019693,diphosphoinositol polyphosphate catabolic process
Acropora_019702,activation of NF-kappaB-inducing kinase activity
Acropora_019713,N-acylglucosamine 2-epimerase activity
Acropora_019722,Domain of unknown function (DUF384)
Acropora_019723,NA
Acropora_019731,cilium movement
Acropora_019739,Histone H2B
Acropora_019753,intra-S DNA damage checkpoint
Acropora_019758,phosphorylase kinase activity
Acropora_019766,positive regulation of renal water transport
Acropora_019770,activation of MAPKK activity
Acropora_019779,positive regulation of dipeptide transport
Acropora_019797,NA
Acropora_019800,negative regulation of cilium assembly
Acropora_019806,NA
Acropora_019812,NA
Acropora_019847,NA
Acropora_019849,neurofibromin
Acropora_019857,NA
Acropora_019864,GDP-D-glucose phosphorylase 1
Acropora_019869,Belongs to the DEAD box helicase family
Acropora_019871,Belongs to the DEAD box helicase family
Acropora_019891,replication protein A 32 kDa
Acropora_019892,Ligand-gated ion channel
Acropora_019895,NA
Acropora_019910,NA
Acropora_019912,NA
Acropora_019929,DNA replication
Acropora_019940,Transmembrane channel-like
Acropora_019951,positive regulation of protein exit from endoplasmic reticulum
Acropora_019952,NEDD8 activating enzyme activity
Acropora_019958,NA
Acropora_019962,prolactin regulatory
Acropora_019965,NA
Acropora_019967,NA
Acropora_019973,negative regulation of RNA export from nucleus
Acropora_019987,NA
Acropora_019989,NA
Acropora_019997,-
Acropora_019999,Peptidyl-tRNA hydrolase 2
Acropora_020021,Belongs to the yippee family
Acropora_020022,MTOR-interacting protein
Acropora_020028,NA
Acropora_020036,tRNA pseudouridine synthesis
Acropora_020038,"Phosphatidylinositol glycan anchor biosynthesis, class L"
Acropora_020049,"RAB, member of RAS oncogene family-like 3"
Acropora_020052,NA
Acropora_020054,Dynein light chain type 1
Acropora_020058,PRKR interacting protein 1 (IL11 inducible)
Acropora_020061,"2'-5'-oligoadenylate synthetase 1, domain 2, C-terminus"
Acropora_020064,phosphoprotein phosphatase activity
Acropora_020074,CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity
Acropora_020085,Anaphase-promoting complex subunit 4 WD40 domain
Acropora_020101,organic anion transmembrane transporter activity
Acropora_020106,NA
Acropora_020111,magnesium ion binding
Acropora_020122,polynucleotide
Acropora_020123,GTPase of unknown function C-terminal
Acropora_020146,positive regulation of spontaneous neurotransmitter secretion
Acropora_020151,Ankyrin repeat
Acropora_020161,Domain of unknown function (DUF4062)
Acropora_020167,Golgi 4-transmembrane spanning transporter
