gene,KOG
Acropora_009880,vestibular receptor cell development
Acropora_009904,NA
Acropora_009911,Ribonuclease H protein
Acropora_009992,furry homolog
Acropora_009996,This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium
Acropora_010046,YqaJ-like viral recombinase domain
Acropora_010062,NA
Acropora_010077,Chromosome 4 open reading frame 27
Acropora_010085,Thioesterase-like superfamily
Acropora_010087,DNA-directed RNA polymerases I and III subunit
Acropora_010091,NA
Acropora_010107,NA
Acropora_010120,K02A2.6-like
Acropora_010123,NA
Acropora_010127,It is involved in the biological process described with
Acropora_010130,NA
Acropora_010141,NA
Acropora_010148,NA
Acropora_010174,Histone H2A
Acropora_010187,NA
Acropora_010223,NA
Acropora_010240,serine threonine-protein kinase
Acropora_010245,metalloendopeptidase activity
Acropora_010262,secondary active sulfate transmembrane transporter activity
Acropora_010263,proline-rich region binding
Acropora_010264,Belongs to the class-I aminoacyl-tRNA synthetase family
Acropora_010273,steroid hormone receptor activity
Acropora_010283,NA
Acropora_010285,NA
Acropora_010307,NA
Acropora_010311,NA
Acropora_010347,NA
Acropora_010366,NA
Acropora_010382,hydrolase activity
Acropora_010384,exocyst localization
Acropora_010400,NA
Acropora_010406,flagellated sperm motility
Acropora_010408,NA
Acropora_010415,GTPase activator activity
Acropora_010463,NA
Acropora_010470,NA
Acropora_010496,kinase-activated protein kinase
Acropora_010518,NA
Acropora_010522,NA
Acropora_010541,NA
Acropora_010557,NA
Acropora_010558,mRNA-containing ribonucleoprotein complex export from nucleus
Acropora_010562,"transcription factor activity, RNA polymerase II core promoter sequence-specific binding involved in preinitiation complex assembly"
Acropora_010563,Coiled-coil domain containing 138
Acropora_010576,NA
Acropora_010577,NA
Acropora_010579,NA
Acropora_010614,NA
Acropora_010618,homophilic cell adhesion via plasma membrane adhesion molecules
Acropora_010626,NA
Acropora_010673,P21-activated protein kinase-interacting protein
Acropora_010682,NA
Acropora_010704,cytoplasmic dynein 2 heavy chain
Acropora_010713,NA
Acropora_010722,polycystic kidney disease protein 1-like
Acropora_010724,NA
Acropora_010730,NA
Acropora_010733,NA
Acropora_010736,NA
Acropora_010755,NA
Acropora_010768,Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily
Acropora_010784,NA
Acropora_010785,NA
Acropora_010801,Hsc70-interacting protein
Acropora_010809,tRNA (uracil) methyltransferase activity
Acropora_010832,Arachidonate 5-lipoxygenase
Acropora_010833,Ring finger protein 121
Acropora_010838,NA
Acropora_010850,GABA-A receptor activity
Acropora_010851,NA
Acropora_010871,triglyceride lipase activity
Acropora_010875,NA
Acropora_010877,NA
Acropora_010881,Cytoplasmic FMR1 interacting protein 2
Acropora_010883,U4atac snRNA binding
Acropora_010908,Leucine rich repeat containing 59
Acropora_010909,NA
Acropora_010912,NA
Acropora_010927,NA
Acropora_010940,"Protein tyrosine phosphatase, receptor type"
Acropora_010946,extracellularly glycine-gated chloride channel activity
Acropora_010949,nickel cation binding
Acropora_010957,U3 snoRNA binding
Acropora_010970,NA
Acropora_010979,double-strand break repair via alternative nonhomologous end joining
Acropora_010983,histone H4-K16 acetylation
Acropora_010984,NA
Acropora_010992,mitotic nuclear envelope reassembly
Acropora_011000,RNA secondary structure unwinding
Acropora_011004,calcium channel activity
Acropora_011006,RNA polymerase II C-terminal domain phosphoserine binding
Acropora_011008,NA
Acropora_011017,tRNA (cytosine) methyltransferase activity
Acropora_011019,RNA binding
Acropora_011037,O-fucosyltransferase 2
Acropora_011038,"Discs, large (Drosophila) homolog-associated protein"
Acropora_011047,NA
Acropora_011056,Grap2 and cyclin-D-interacting
Acropora_011063,carbohydrate binding. It is involved in the biological process described with mannose metabolic process
Acropora_011074,NA
Acropora_011083,NA
Acropora_011087,5'-AMP-activated protein kinase subunit
Acropora_011103,amyloid-beta metabolic process
Acropora_011126,Sugar transporter
Acropora_011127,5-formyltetrahydrofolate cyclo-ligase activity
Acropora_011128,NA
Acropora_011141,NA
Acropora_011144,gamma-butyrobetaine dioxygenase activity
Acropora_011159,structural constituent of cytoskeleton
Acropora_011170,NA
Acropora_011189,NA
Acropora_011193,NA
Acropora_011201,Belongs to the DNase I family
Acropora_011203,Activin receptor
Acropora_011216,NA
Acropora_011220,negative regulation of transcription by RNA polymerase III
Acropora_011222,NA
Acropora_011228,cell motility in response to calcium ion
Acropora_011231,sclerotome development
Acropora_011238,IQ calmodulin-binding motif-containing protein
Acropora_011240,Golgi to plasma membrane transport
Acropora_011257,ER overload response
Acropora_011270,cell migration
Acropora_011281,Belongs to the small GTPase superfamily. Arf family
Acropora_011282,NA
Acropora_011304,NA
Acropora_011318,NA
Acropora_011324,NA
Acropora_011325,NA
Acropora_011372,Carboxylesterase family
Acropora_011385,negative regulation of inclusion body assembly
Acropora_011412,NA
Acropora_011421,NA
Acropora_011432,NA
Acropora_011437,NA
Acropora_011440,Belongs to the cullin family
Acropora_011445,fatty-acyl-CoA binding
Acropora_011456,acidic dipeptidase
Acropora_011471,NA
Acropora_011474,NA
Acropora_011478,NA
Acropora_011486,NA
Acropora_011513,Si dkey-256h2.1
Acropora_011525,PiggyBac transposable
Acropora_011532,GPI anchor metabolic process
Acropora_011546,NA
Acropora_011567,Ceramide synthase
Acropora_011571,calcium ion binding
Acropora_011572,NA
Acropora_011576,ribonuclease P
Acropora_011577,spliceosomal complex assembly
Acropora_011579,"Enkurin, TRPC channel interacting protein"
Acropora_011596,NA
Acropora_011597,NA
Acropora_011601,NA
Acropora_011665,NA
Acropora_011670,NA
Acropora_011674,GTP-binding protein 10
Acropora_011678,Ankyrin repeats (3 copies)
Acropora_011682,"SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member"
Acropora_011695,Pyridoxal-dependent decarboxylase conserved domain
Acropora_011729,Meiosis-specific coiled-coil domain-containing protein MEIOC
Acropora_011783,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_011784,NA
Acropora_011803,NA
Acropora_011822,NA
Acropora_011876,NA
Acropora_011900,NA
Acropora_011914,non-motile cilium assembly
Acropora_011917,NA
Acropora_011960,NA
Acropora_011972,NA
Acropora_011974,NA
Acropora_012061,scavenger receptor activity
Acropora_012082,NA
Acropora_012134,NA
Acropora_012166,NA
Acropora_012261,NA
Acropora_012300,NA
Acropora_012391,NA
Acropora_012396,Sclerostin (SOST)
Acropora_012399,variant 1
Acropora_012411,reverse transcriptase
Acropora_012413,NA
Acropora_012465,DNA binding
Acropora_012480,NA
Acropora_012483,NA
Acropora_012498,NA
Acropora_012499,NA
Acropora_012520,NA
Acropora_012523,NA
Acropora_012524,Granulin
Acropora_012556,transmembrane transport
Acropora_012566,NA
Acropora_012574,NA
Acropora_012576,NA
Acropora_012579,NA
Acropora_012595,Serpentine type 7TM GPCR chemoreceptor Srx
Acropora_012596,NA
Acropora_012684,acyl-CoA oxidase activity
Acropora_012689,NA
Acropora_012714,NA
Acropora_012719,NA
Acropora_012727,NA
Acropora_012728,NA
Acropora_012729,NA
Acropora_012739,NA
Acropora_012746,positive regulation of phosphorylation of RNA polymerase II C-terminal domain
Acropora_012747,NA
Acropora_012754,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
Acropora_012769,NA
Acropora_012781,positive regulation of transforming growth factor beta2 production
Acropora_012786,NA
Acropora_012842,NA
Acropora_012870,NA
Acropora_012881,positive regulation of epithelial to mesenchymal transition
Acropora_012882,Involved in the biogenesis of the 60S ribosomal subunit
Acropora_012891,mitochondrial large ribosomal subunit assembly
Acropora_012896,ABRA C-terminal like
Acropora_012898,prostaglandin-E synthase activity
Acropora_012901,RNA recognition motif
Acropora_012904,Cid1 family poly A polymerase
Acropora_012909,"negative regulation of transcription, DNA-templated"
Acropora_012917,"proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific"
Acropora_012919,NA
Acropora_012931,CUB and zona pellucida-like domain-containing protein
Acropora_012965,Homeobox protein Hox-B1
Acropora_012978,NA
Acropora_012986,NA
Acropora_012999,Solute carrier family 12
Acropora_013006,NA
Acropora_013014,Vacuolar protein sorting-associated protein 41 homolog
Acropora_013029,NA
Acropora_013036,Chromosome 1 open reading frame 35
Acropora_013037,cyclin-dependent protein kinase 5 activator activity
Acropora_013053,actin-binding Rho activating protein
Acropora_013061,chromatin remodeling
Acropora_013062,Coiled-coil domain containing 148
Acropora_013080,Belongs to the purine pyrimidine phosphoribosyltransferase family
Acropora_013084,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
Acropora_013091,NA
Acropora_013113,Deleted in autism protein
Acropora_013122,G-protein coupled receptor activity
Acropora_013126,ATP-dependent peptidase activity
Acropora_013163,transmembrane protein 198
Acropora_013185,NA
Acropora_013208,transmembrane transport
Acropora_013217,NA
Acropora_013218,Transmembrane protein 194A
Acropora_013227,NA
Acropora_013230,NA
Acropora_013236,NA
Acropora_013266,SH3 domain-binding protein 5
Acropora_013273,NA
Acropora_013286,proteasome assembly
Acropora_013290,NA
Acropora_013301,NA
Acropora_013358,ribosomal large subunit biogenesis
Acropora_013362,NA
Acropora_013385,cwf18 pre-mRNA splicing factor
Acropora_013427,NA
Acropora_013428,Belongs to the mitochondrial carrier (TC 2.A.29) family
Acropora_013433,PHD finger protein 14
Acropora_013452,helix loop helix domain
Acropora_013461,NA
Acropora_013464,programmed cell death
Acropora_013465,-
Acropora_013489,solute carrier family 22
Acropora_013510,monocarboxylate transporter
Acropora_013533,NA
Acropora_013563,phosphatase activity
Acropora_013576,Centrosomal protein
Acropora_013581,NA
Acropora_013586,NA
Acropora_013587,NA
Acropora_013602,monooxygenase activity
Acropora_013611,calcium ion binding
Acropora_013613,"Calmodulin (CaM) is a calcium-binding protein expressed in all eukaryotic cells. It can bind to and regulate a number of different protein targets, thereby affecting many different cellular functions"
Acropora_013614,NA
Acropora_013628,peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine
Acropora_013642,ephrin receptor activity
Acropora_013645,"Leucine-, glutamate- and lysine-rich protein 1"
Acropora_013657,Galactose binding lectin domain
Acropora_013664,NA
Acropora_013684,Essential subunit of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser Thr consensus motif in nascent polypeptide chains
Acropora_013685,NA
Acropora_013688,NA
Acropora_013692,metal ion binding
Acropora_013709,NA
Acropora_013715,NA
Acropora_013724,NA
Acropora_013736,It is involved in the biological process described with protein ubiquitination
Acropora_013742,NA
Acropora_013752,NA
Acropora_013779,NA
Acropora_013780,WD40 repeats
Acropora_013787,NA
Acropora_013800,NA
Acropora_013813,NA
Acropora_013829,Belongs to the p53 family
Acropora_013837,vesicle-associated membrane protein
Acropora_013856,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase"
Acropora_013864,NA
Acropora_013884,regulatory subunit 4
Acropora_013898,NA
Acropora_013900,NA
Acropora_013917,protein polyubiquitination
Acropora_013921,NA
Acropora_013939,NA
Acropora_013944,outward rectifier potassium channel activity
Acropora_013955,mannose-6-phosphate receptor
Acropora_013961,NA
Acropora_013964,NA
Acropora_013970,NA
Acropora_013980,positive regulation of neural precursor cell proliferation
Acropora_013981,Protein DDI1 homolog
Acropora_013987,methylenetetrahydrofolate reductase (NAD(P)H) activity
Acropora_014008,protein C1orf158 homolog
Acropora_014014,zinc ion binding
Acropora_014017,Chromosome 8 open reading frame 33
Acropora_014019,NA
Acropora_014020,-
Acropora_014023,NA
Acropora_014031,NA
Acropora_014043,Contactin associated protein-like 2a
Acropora_014062,NA
Acropora_014068,"Phosphatidylinositol glycan anchor biosynthesis, class P"
Acropora_014070,Protein kinase C iota
Acropora_014089,zinc finger
Acropora_014091,G-protein coupled receptor activity
Acropora_014104,chloride channel
Acropora_014112,procollagen-lysine 5-dioxygenase activity
Acropora_014114,CRD-mediated mRNA stabilization
Acropora_014118,Belongs to the peptidase C14A family
Acropora_014119,NA
Acropora_014123,NA
Acropora_014150,NA
Acropora_014158,NA
Acropora_014174,NA
Acropora_014194,NA
Acropora_014207,ephrin receptor activity
Acropora_014208,NA
Acropora_014211,NA
Acropora_014217,RNA recognition motif
Acropora_014222,NA
Acropora_014305,NA
Acropora_014363,AMPA glutamate receptor activity
Acropora_014375,K02A2.6-like
Acropora_014390,rRNA (cytosine-C5-)-methyltransferase activity
Acropora_014391,NA
Acropora_014392,snRNA processing
Acropora_014415,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_014454,keratinization
Acropora_014456,NA
Acropora_014505,NA
Acropora_014518,NA
Acropora_014547,deoxycytidyl transferase activity
Acropora_014549,intracellular chloride channel activity
Acropora_014557,NA
Acropora_014571,L-gulonate 3-dehydrogenase activity
Acropora_014573,NA
Acropora_014589,NA
Acropora_014602,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_014623,regulation of cilium movement
Acropora_014651,NA
Acropora_014680,positive regulation of hyaluranon cable assembly
Acropora_014681,Glucuronic acid epimerase
Acropora_014696,STELLO glycosyltransferases
Acropora_014723,NA
Acropora_014725,NA
Acropora_014731,Belongs to the short-chain dehydrogenases reductases (SDR) family
Acropora_014750,NA
Acropora_014761,NA
Acropora_014799,Sentrin-specific protease 7
Acropora_014819,Hsp70 protein binding
Acropora_014820,RNA binding
Acropora_014827,phosphatidylethanolamine binding
Acropora_014835,mycophenolic acid acyl-glucuronide esterase activity
Acropora_014841,GXGXG motif
Acropora_014843,ligase activity
Acropora_014844,Caffeine-induced death protein 2
Acropora_014849,phosphatidylinositol-4-phosphate phosphatase activity
Acropora_014851,"Misato 1, mitochondrial distribution and morphology regulator"
Acropora_014855,NA
Acropora_014856,non-motile cilium assembly
Acropora_014864,Protein kinase C and casein kinase substrate in neurons
Acropora_014878,"glycoprotein endo-alpha-1,2-mannosidase activity"
Acropora_014888,nucleoside:sodium symporter activity
Acropora_014893,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
Acropora_014896,"positive regulation of mRNA splicing, via spliceosome"
Acropora_014901,pseudouridine synthase activity
Acropora_014923,NA
Acropora_014935,-
Acropora_014943,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"
Acropora_014952,NA
Acropora_014953,NA
Acropora_014968,zinc ion binding
Acropora_014974,Src homology 3 domains
Acropora_014989,chloride channel activity
Acropora_014995,NA
Acropora_015005,NA
Acropora_015017,NA
Acropora_015020,NA
Acropora_015021,RPR
Acropora_015027,SRY (sex determining region Y)-box
Acropora_015029,NA
Acropora_015030,NA
Acropora_015053,mRNA methylation
Acropora_015068,Galactosyltransferase
Acropora_015086,Catalytic subunit of a complex which severs microtubules in an ATP-dependent manner. Microtubule severing may promote rapid reorganization of cellular microtubule arrays and the release of microtubules from the centrosome following nucleation
Acropora_015099,initiation of primordial ovarian follicle growth
Acropora_015105,anandamide amidohydrolase activity
Acropora_015124,Belongs to the globin family
Acropora_015127,1-acylglycerol-3-phosphate O-acyltransferase activity
Acropora_015145,NA
Acropora_015173,Kinetochore protein NDC80 homolog
Acropora_015176,protein localization to nucleolus
Acropora_015183,polyprenol biosynthetic process
Acropora_015197,Domain of unknown function (DUF3449)
Acropora_015244,"SH3-binding, glutamic acid-rich protein"
Acropora_015252,Aldo/keto reductase family
Acropora_015262,NA
Acropora_015286,FAM76 protein
Acropora_015297,NA
Acropora_015298,NA
Acropora_015302,male germ-line sex determination
Acropora_015305,NA
Acropora_015312,actin binding
Acropora_015320,nucleoside:sodium symporter activity
Acropora_015328,Pfam:zf-DHHC
Acropora_015332,NA
Acropora_015333,glutathione S-transferase
Acropora_015334,NA
Acropora_015339,fibroblast growth factor binding
Acropora_015340,NA
Acropora_015346,"complement activation, lectin pathway"
Acropora_015352,(Tor) signaling pathway
Acropora_015363,NA
Acropora_015372,positive regulation of myoblast proliferation
Acropora_015398,T-box transcription factor
Acropora_015402,GTPase activity
Acropora_015405,protein kinase regulator activity
Acropora_015419,S-adenosylmethioninamine biosynthetic process
Acropora_015425,histone binding
Acropora_015436,Wnt-activated receptor activity
Acropora_015439,Wnt-activated receptor activity
Acropora_015459,Brefeldin A-inhibited guanine nucleotide-exchange protein
Acropora_015469,NA
Acropora_015481,regulation of mitotic cell cycle
Acropora_015485,unfolded protein binding
Acropora_015490,nuclear import signal receptor activity
Acropora_015493,RNA splicing
Acropora_015502,NA
Acropora_015510,Charged multivesicular body protein
Acropora_015531,alkaline phosphatase activity
Acropora_015537,NA
Acropora_015543,NA
Acropora_015544,negative regulation of mitotic centrosome separation
Acropora_015567,rRNA processing
Acropora_015602,"potassium voltage-gated channel, subfamily H"
Acropora_015615,skeletal muscle fiber development
Acropora_015628,glutaredoxin-related protein 5
Acropora_015631,NA
Acropora_015635,positive regulation of protein autoubiquitination
Acropora_015638,ROK family
Acropora_015655,NA
Acropora_015664,CAAX-box protein maturation
Acropora_015666,mRNA processing
Acropora_015673,"Pleckstrin homology domain containing, family H (with MyTH4 domain) member"
Acropora_015694,TNF receptor-associated factor 3
Acropora_015699,NA
Acropora_015720,DBH-like monooxygenase protein 1
Acropora_015750,NA
Acropora_015763,fumarate hydratase activity
Acropora_015789,protein ubiquitination
Acropora_015793,NA
Acropora_015807,NA
Acropora_015808,NA
Acropora_015810,NA
Acropora_015819,NA
Acropora_015824,NA
Acropora_015860,NA
Acropora_015896,3'-tRNA processing endoribonuclease activity
Acropora_015900,3'-tRNA processing endoribonuclease activity
Acropora_015903,H4K20me3 modified histone binding
Acropora_015904,hAT family C-terminal dimerisation region
Acropora_015913,Breast cancer metastasis-suppressor
Acropora_015917,NA
Acropora_015931,NA
Acropora_015933,NA
Acropora_015934,NA
Acropora_015956,NA
Acropora_015960,Symplekin
Acropora_015961,NA
Acropora_015973,positive regulation of gluconeogenesis
Acropora_015987,Coiled-coil domain-containing protein 85C
Acropora_015992,NA
Acropora_016016,NA
Acropora_016023,monocarboxylate transporter
Acropora_016026,monocarboxylate transporter
Acropora_016046,leucine rich repeat containing 6
Acropora_016053,Notch ligand involved in the mediation of Notch signaling
Acropora_016056,acyl carnitine transmembrane transport
Acropora_016058,NA
Acropora_016060,NA
Acropora_016068,oligosaccharide binding
Acropora_016093,ion channel binding
Acropora_016094,adenylosuccinate synthase activity
Acropora_016109,NA
Acropora_016124,alpha-(1->3)-fucosyltransferase activity
Acropora_016127,"inositol-1,3,4-trisphosphate 6-kinase activity"
Acropora_016128,NA
Acropora_016149,NA
Acropora_016173,Aminotransferase class I and II
Acropora_016177,melanocortin receptor activity
Acropora_016194,Serine threonine-protein kinase
Acropora_016196,NA
Acropora_016301,microtubule motor activity
Acropora_016323,NA
Acropora_016324,NA
Acropora_016327,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates
Acropora_016350,Annexin A13
Acropora_016356,Si dkey-121j17.6
Acropora_016389,N-glycan processing to lysosome
Acropora_016413,UTP:glucose-1-phosphate uridylyltransferase activity
Acropora_016525,NA
Acropora_016526,NA
Acropora_016588,polypeptide N-acetylgalactosaminyltransferase
Acropora_016591,NA
Acropora_016603,NA
Acropora_016609,Nuclear nucleic acid-binding protein C1D
Acropora_016611,NA
Acropora_016658,NA
Acropora_016673,NA
Acropora_016683,NA
Acropora_016719,NA
Acropora_016720,COP9 constitutive photomorphogenic homolog subunit 3
Acropora_016727,NA
Acropora_016877,NA
Acropora_016953,NA
Acropora_017013,NA
Acropora_017028,NA
Acropora_017038,NA
Acropora_017058,e3 ubiquitin-protein ligase
Acropora_017067,DDB1 and CUL4 associated factor 5
Acropora_017085,NA
Acropora_017099,Endonuclease/Exonuclease/phosphatase family
Acropora_017104,NA
Acropora_017134,NA
Acropora_017137,NA
Acropora_017196,molybdenum ion binding
Acropora_017209,NA
Acropora_017215,NA
Acropora_017226,NA
Acropora_017258,Lactoylglutathione lyase
Acropora_017288,NA
Acropora_017352,NA
Acropora_017384,protein phosphatase inhibitor activity
Acropora_017387,NA
Acropora_017392,Fucose-1-phosphate guanylyltransferase
Acropora_017394,G-protein coupled receptor activity
Acropora_017438,Nutritionally-regulated adipose and cardiac enriched protein homolog
Acropora_017442,NA
Acropora_017448,WD repeat domain 74
Acropora_017460,NA
Acropora_017469,Pecanex protein (C-terminus)
Acropora_017481,chromatin remodeling
Acropora_017485,steroid hormone receptor activity
Acropora_017487,WD40 repeats
Acropora_017488,regulation of cardiac muscle myoblast proliferation
Acropora_017504,RAD51 paralog B
Acropora_017535,5'-3' exonuclease activity
Acropora_017541,NA
Acropora_017561,Belongs to the small heat shock protein (HSP20) family
Acropora_017563,Toll signaling pathway
Acropora_017578,SDE2 telomere maintenance homolog (S. pombe)
Acropora_017584,phagosome acidification
Acropora_017595,NA
Acropora_017603,endodermal-mesodermal cell signaling
Acropora_017611,NA
Acropora_017625,mRNA CDS binding
Acropora_017667,NA
Acropora_017669,6-O-sulfation enzyme which catalyzes the transfer of sulfate from 3'-phosphoadenosine 5'-phosphosulfate (PAPS) to position 6 of the N-sulfoglucosamine residue (GlcNS) of heparan sulfate
Acropora_017670,positive regulation of ruffle assembly
Acropora_017685,NA
Acropora_017693,Epidermal growth factor-like domain.
Acropora_017701,Serine-type peptidase activity. It is involved in the biological process described with proteolysis
Acropora_017702,Centrosomal protein of 97 kDa
Acropora_017715,histone demethylase activity (H3-K4 specific)
Acropora_017722,peptidyl-lysine hydroxylation
Acropora_017724,NA
Acropora_017725,cell differentiation
Acropora_017734,DNA-directed 5'-3' RNA polymerase activity
Acropora_017747,cerebellar granule cell precursor tangential migration
Acropora_017789,NA
Acropora_017805,NA
Acropora_017808,NA
Acropora_017812,NA
Acropora_017816,NA
Acropora_017817,regulation of podosome assembly
Acropora_017818,-
Acropora_017819,Rho GTPase binding
Acropora_017829,NA
Acropora_017863,NA
Acropora_017876,DNA-directed 5'-3' RNA polymerase activity
Acropora_017884,regulation of T cell differentiation in thymus
Acropora_017892,regulation of microtubule-based process
Acropora_017894,GTPase activity
Acropora_017902,partner of NOB1 homolog
Acropora_017914,"7,8-dihydroneopterin 3'-triphosphate biosynthetic process"
Acropora_017948,Calponin homology (CH) domain
Acropora_017952,DNA-directed RNA polymerases I and III subunit
Acropora_017963,spliceosomal snRNP assembly
Acropora_017974,NA
Acropora_017977,NA
Acropora_018011,vesicle docking involved in exocytosis
Acropora_018013,Arp2/3 complex-mediated actin nucleation
Acropora_018031,cilium movement
Acropora_018040,midbrain morphogenesis
Acropora_018050,modulation by host of viral RNA genome replication
Acropora_018052,microtubule-based process
Acropora_018076,NA
Acropora_018078,ectonucleotide pyrophosphatase phosphodiesterase
Acropora_018095,NA
Acropora_018122,DNA replication-independent nucleosome assembly
Acropora_018131,NA
Acropora_018133,positive regulation of pinocytosis
Acropora_018140,positive regulation of histone deubiquitination
Acropora_018163,rRNA (guanine-N7)-methylation
Acropora_018169,negative regulation of peptidyl-serine phosphorylation of STAT protein
Acropora_018179,NA
Acropora_018191,NA
Acropora_018208,glutathione hydrolase activity
Acropora_018249,NA
Acropora_018282,Phospholipase/Carboxylesterase
Acropora_018283,Ribonucleases P MRP protein subunit
Acropora_018287,ubiquitin conjugating enzyme binding
Acropora_018300,NA
Acropora_018313,NA
Acropora_018332,NA
Acropora_018334,NA
Acropora_018338,Common central domain of tyrosinase
Acropora_018351,kinase-activated protein kinase 5
Acropora_018361,NA
Acropora_018369,"obsolete RNA polymerase II transcription factor activity, TBP-class protein binding, involved in preinitiation complex assembly"
Acropora_018370,NA
Acropora_018375,"transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding"
Acropora_018377,UTP biosynthetic process
Acropora_018383,C2H2-type zinc finger
Acropora_018384,NA
Acropora_018386,negative regulation of dendritic cell antigen processing and presentation
Acropora_018394,positive regulation of polarized epithelial cell differentiation
Acropora_018395,asparagine catabolic process via L-aspartate
Acropora_018400,NA
Acropora_018413,copper ion binding
Acropora_018414,NA
Acropora_018423,NA
Acropora_018436,NA
Acropora_018463,Belongs to the G-protein coupled receptor 2 family
Acropora_018468,Belongs to the G-protein coupled receptor 1 family
Acropora_018474,NA
Acropora_018485,protein ubiquitination
Acropora_018490,mitochondrial ATP synthesis coupled proton transport
Acropora_018508,NA
Acropora_018516,NA
Acropora_018520,NA
Acropora_018540,NA
Acropora_018553,positive regulation of exoribonuclease activity
Acropora_018564,Phosphotyrosine interaction domain (PTB/PID)
Acropora_018598,NA
Acropora_018619,CHAT domain
Acropora_018633,NA
Acropora_018634,Animal haem peroxidase
Acropora_018637,chromatin remodeling
Acropora_018644,translation initiation factor binding
Acropora_018649,Rhodanese Homology Domain
Acropora_018651,NA
Acropora_018654,NA
Acropora_018659,ATP-dependent DNA helicase activity
Acropora_018668,histone monoubiquitination
Acropora_018691,ATP binding. It is involved in the biological process described with protein phosphorylation
Acropora_018693,Small acidic protein family
Acropora_018723,translation elongation factor activity
Acropora_018731,NA
Acropora_018752,NA
Acropora_018758,NA
Acropora_018791,NA
Acropora_018792,NA
Acropora_018799,NA
Acropora_018809,NA
Acropora_018818,reverse transcriptase
Acropora_018839,NA
Acropora_018858,NA
Acropora_018899,NA
Acropora_018917,hydrolase
Acropora_018920,DDE superfamily endonuclease
Acropora_018930,negative regulation of chemokine (C-C motif) ligand 5 production
Acropora_018939,NA
Acropora_018981,PRY
Acropora_019040,NA
Acropora_019056,NA
Acropora_019060,NA
Acropora_019084,NA
Acropora_019097,NA
Acropora_019118,NA
Acropora_019136,Mab-21
Acropora_019163,"ATPase activity, coupled to transmembrane movement of substances"
Acropora_019185,Serine threonine-protein phosphatase
Acropora_019209,DEP domain-containing protein
Acropora_019224,NA
Acropora_019271,NA
Acropora_019283,NA
Acropora_019358,protein transport
Acropora_019360,Belongs to the MIP aquaporin (TC 1.A.8) family
Acropora_019367,Microcephalin
Acropora_019399,protein ubiquitination
Acropora_019400,NA
Acropora_019439,NA
Acropora_019445,NA
Acropora_019454,poly(U) RNA binding
Acropora_019458,Polymerase delta-interacting protein 2
Acropora_019463,Rab interacting lysosomal protein-like 1
Acropora_019475,NA
Acropora_019485,cell cycle arrest
Acropora_019551,NA
Acropora_019562,NA
Acropora_019566,NA
Acropora_019580,NA
Acropora_019589,positive regulation of platelet-derived growth factor receptor-beta signaling pathway
Acropora_019590,NA
Acropora_019600,MFS/sugar transport protein
Acropora_019609,NA
Acropora_019615,NA
Acropora_019643,rhythmic process
Acropora_019668,phosphatidylinositol transfer protein
Acropora_019685,dioxygenase activity
Acropora_019691,L-threonine ammonia-lyase activity
Acropora_019693,diphosphoinositol polyphosphate catabolic process
Acropora_019696,Domain of unknown function (DUF4042)
Acropora_019713,N-acylglucosamine 2-epimerase activity
Acropora_019731,cilium movement
Acropora_019734,SOUL heme-binding protein
Acropora_019739,Histone H2B
Acropora_019758,phosphorylase kinase activity
Acropora_019800,negative regulation of cilium assembly
Acropora_019806,NA
Acropora_019812,NA
Acropora_019849,neurofibromin
Acropora_019852,BTB (POZ) domain containing
Acropora_019857,NA
Acropora_019864,GDP-D-glucose phosphorylase 1
Acropora_019869,Belongs to the DEAD box helicase family
Acropora_019871,Belongs to the DEAD box helicase family
Acropora_019885,translation initiation factor activity
Acropora_019892,Ligand-gated ion channel
Acropora_019895,NA
Acropora_019909,NA
Acropora_019910,NA
Acropora_019912,NA
Acropora_019940,Transmembrane channel-like
Acropora_019951,positive regulation of protein exit from endoplasmic reticulum
Acropora_019952,NEDD8 activating enzyme activity
Acropora_019957,NA
Acropora_019959,UreF
Acropora_019962,prolactin regulatory
Acropora_019965,NA
Acropora_019967,NA
Acropora_019973,negative regulation of RNA export from nucleus
Acropora_019989,NA
Acropora_019992,Domain that may be involved in binding ubiquitin-conjugating enzymes (UBCs)
Acropora_019997,-
Acropora_020012,ubiquitin-ubiquitin ligase activity
Acropora_020021,Belongs to the yippee family
