gene,lpv_Treated_vs_Untreated,lpv_Untreated_vs_Initial,annot,KOG
Acropora_008077,-1.0501010523387144,1.6667991789603112,NA,NA
Acropora_008078,2.229397359079288,-10.282410735024127,NA,NA
Acropora_008080,-2.3434534880654816,4.3752909250441645,gene silencing by RNA,gene silencing by RNA
Acropora_008133,-1.610385614937589,6.061293286674264,protein transport,protein transport
Acropora_008134,1.4595652971432214,-6.0196925970304465,NA,NA
Acropora_008143,1.8547710011375205,-6.581784172098355,NA,NA
Acropora_008169,-1.925591434747463,4.852991033139917,Ral GTPase binding,Ral GTPase binding
Acropora_008193,1.6622802994291357,2.2640003238856785,"obsolete transcriptional repressor activity, RNA polymerase II transcription factor binding","obsolete transcriptional repressor activity, RNA polymerase II transcription factor binding"
Acropora_008226,-6.392367420802704,2.90519562820766,vesicle-mediated cholesterol transport,vesicle-mediated cholesterol transport
Acropora_008233,-1.4013595303486137,5.977224438141549,"fast, calcium ion-dependent exocytosis of neurotransmitter","fast, calcium ion-dependent exocytosis of neurotransmitter"
Acropora_008240,-1.1268661985937767,5.355866276686101,Adp-ribosylation factor,Adp-ribosylation factor
Acropora_008251,1.0989495771232445,-1.938434370110012,NA,NA
Acropora_008280,-1.2460412255932025,11.498257518903642,ATP binding,ATP binding
Acropora_008414,-2.8945301332780695,3.1897399486424787,heat shock-mediated polytene chromosome puffing,heat shock-mediated polytene chromosome puffing
Acropora_008417,-1.263338068827537,3.334013368085906,NA,NA
Acropora_008433,1.1745284687148245,-7.400604665577861,NA,NA
Acropora_008434,1.0507915239005226,-4.468778648560555,NA,NA
Acropora_008450,-7.0578665076206955,11.707812612624675,NA,NA
Acropora_008456,-1.5513908814791908,17.271470925208618,Phosphoglycerate mutase family,Phosphoglycerate mutase family
Acropora_008468,1.1663761283604746,-1.0592898612606607,adenylate cyclase-activating G-protein coupled receptor signaling pathway,adenylate cyclase-activating G-protein coupled receptor signaling pathway
Acropora_008475,-1.3637650664652994,5.1858526188156935,Domain of unknown function (DUF4062),Domain of unknown function (DUF4062)
Acropora_008484,-4.7412811658226826,32.05871797802783,NA,NA
Acropora_008487,2.936050696182397,-4.209129017300648,NACHT and WD repeat,NACHT and WD repeat
Acropora_008510,-1.3270600739086067,7.3915788178981146,calcium ion homeostasis,calcium ion homeostasis
Acropora_008519,-1.9134131766033964,6.396387859314019,store-operated calcium channel activity,store-operated calcium channel activity
Acropora_008533,2.430827768922952,-3.813026824725221,NA,NA
Acropora_008550,1.41663936258414,-1.3479944135783473,G-protein coupled receptor activity,G-protein coupled receptor activity
Acropora_008600,1.1426756303037118,-1.7330526730445375,PRELI domain containing 2,PRELI domain containing 2
Acropora_008603,-4.702279126055402,4.11850672424766,Ion transport protein,Ion transport protein
Acropora_008605,1.198966715853818,-11.299497730576368,acetyl-CoA,acetyl-CoA
Acropora_008613,2.74668828888629,-5.717132187538608,axonogenesis involved in innervation,axonogenesis involved in innervation
Acropora_008616,-1.2034246065855128,3.872130471948719,Cytochrome P450,Cytochrome P450
Acropora_008617,1.4288868663958154,-4.6117049827273275,keratinization,keratinization
Acropora_008625,1.3672259314507056,-8.34048881123216,"solute carrier family 39 (zinc transporter), member 12","solute carrier family 39 (zinc transporter), member 12"
Acropora_008650,-1.611728241470841,1.5587840349577096,TeTratriCopeptide repeat,TeTratriCopeptide repeat
Acropora_008667,1.2366313835085196,-1.1322911735577652,NA,NA
Acropora_008708,1.1855453206297561,-1.4714793945654416,NA,NA
Acropora_008715,3.691872322492917,-2.292335440044472,NA,NA
Acropora_008760,1.2446401248232395,-1.9652301978453564,NA,NA
Acropora_008766,1.072651988352053,-1.7117382501947616,"nuclear-transcribed mRNA catabolic process, no-go decay","nuclear-transcribed mRNA catabolic process, no-go decay"
Acropora_008770,-4.539738633042014,8.555002726364888,NA,NA
Acropora_008811,8.45807641075441,-20.33267661740734,NA,NA
Acropora_008813,2.275336822147384,-9.53877292529219,WD repeat domain 7,WD repeat domain 7
Acropora_008820,-1.0640483509605945,13.554585920589764,cell wall polysaccharide biosynthetic process,cell wall polysaccharide biosynthetic process
Acropora_008839,-1.3142305146434465,1.6656896229570892,Sulfotransferase family,Sulfotransferase family
Acropora_008843,1.434065726821389,-2.4283266290629713,NA,NA
Acropora_008857,-8.101995814058487,12.391887078893529,homolog subfamily B member,homolog subfamily B member
Acropora_008866,-1.5483972589258912,3.649907106013753,galactosyltransferase activity,galactosyltransferase activity
Acropora_008872,-1.0901376196462824,4.69314441997402,NA,NA
Acropora_008880,-1.287569034417908,2.2216895378379378,"ATP-binding cassette, subfamily B (MDR TAP), member","ATP-binding cassette, subfamily B (MDR TAP), member"
Acropora_008902,-1.2442596923540845,1.3736646010006845,DNA binding,DNA binding
Acropora_008914,-1.5717977835060817,1.0457980143694268,Peptidyl-prolyl cis-trans isomerase,Peptidyl-prolyl cis-trans isomerase
Acropora_008923,1.0609718597130005,-3.7783903552070255,NA,NA
Acropora_008931,2.0392522143533314,-20.261607165535597,Short calmodulin-binding motif containing conserved Ile and Gln residues.,Short calmodulin-binding motif containing conserved Ile and Gln residues.
Acropora_008940,-1.648387327263394,1.740898552456413,"ERK and JNK pathways, inhibitor","ERK and JNK pathways, inhibitor"
Acropora_008943,-2.6876511350673806,6.072945117040684,thiol-dependent ubiquitin-specific protease activity,thiol-dependent ubiquitin-specific protease activity
Acropora_008945,2.187234803753723,-4.87433180262204,NA,NA
Acropora_008954,-2.103847009585412,9.109441094568677,signal peptide processing,signal peptide processing
Acropora_008963,1.3890356023543022,-4.436617010879171,Hepatic leukemia factor,Hepatic leukemia factor
Acropora_008983,-2.7177273477417683,4.582033011557026,NA,NA
Acropora_009003,-1.5431988760264985,1.8165820303703373,hyaluronic acid binding,hyaluronic acid binding
Acropora_009016,-1.5666235215764581,3.904594975094903,NA,NA
Acropora_009091,-1.9372503188424561,3.7903800034743345,phospholipid-translocating ATPase activity,phospholipid-translocating ATPase activity
Acropora_009137,-1.7016061610564397,2.9929449954190037,B-cell translocation gene 1,B-cell translocation gene 1
Acropora_009141,3.0256436569373273,-4.760106853204173,ion transport,ion transport
Acropora_009163,-1.4343332087190135,11.87598381906397,positive regulation of DNA N-glycosylase activity,positive regulation of DNA N-glycosylase activity
Acropora_009164,-2.0486910346958767,7.432285459416434,NA,NA
Acropora_009168,-2.2058650974617584,9.625625575694189,NA,NA
Acropora_009173,1.0901376196462824,1.2943485868423017,regulation of cardiac muscle cell myoblast differentiation,regulation of cardiac muscle cell myoblast differentiation
Acropora_009174,-2.626797348002064,4.9440930247398915,zinc ion binding,zinc ion binding
Acropora_009184,1.8611021634368552,-8.01044194460636,Centrosomal protein,Centrosomal protein
Acropora_009209,-3.792307044611306,4.237924070229162,negative regulation of cell growth,negative regulation of cell growth
Acropora_009215,-4.502245337895948,3.034543431995211,NA,NA
Acropora_009223,-1.0049161048644775,6.345784329564571,rho guanine nucleotide exchange factor,rho guanine nucleotide exchange factor
Acropora_009228,1.693454335543189,-5.941866529637674,"inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity","inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity"
Acropora_009243,-1.304834797382683,6.332065125317851,"Family with sequence similarity 160, member","Family with sequence similarity 160, member"
Acropora_009248,2.63066455558901,-3.7943344911514627,Pyridoxal-dependent decarboxylase conserved domain,Pyridoxal-dependent decarboxylase conserved domain
Acropora_009271,1.8281799347984076,-1.2615244603737137,NA,NA
Acropora_009287,-1.016614818494483,1.970955004797401,NA,NA
Acropora_009299,1.1271620881612179,-2.4144844729637263,factor 1,factor 1
Acropora_009317,-2.9390646630827235,3.9173474158743824,NA,NA
Acropora_009330,1.444884734737399,-1.193819202020969,U1 snRNA 3'-end processing,U1 snRNA 3'-end processing
Acropora_009336,-1.3431191215833855,1.8670882448712895,cellular response to vasopressin,cellular response to vasopressin
Acropora_009363,-1.7648674952081698,-7.019736458145729,NA,NA
Acropora_009408,1.0419875571632116,-5.554952435006352,NA,NA
Acropora_009457,2.0730725718286753,-4.756846551905123,GTP binding,GTP binding
Acropora_009486,-4.955236128585332,9.272235411072687,magnesium ion transmembrane transporter activity,magnesium ion transmembrane transporter activity
Acropora_009522,2.874646295805967,-10.289504322685248,NA,NA
Acropora_009527,2.450141865965567,-10.140508352968748,G1 to G0 transition involved in cell differentiation,G1 to G0 transition involved in cell differentiation
Acropora_009565,-3.9808713969719407,4.627186357520294,NA,NA
Acropora_009578,2.1617381857490816,-10.997371013831835,NA,NA
Acropora_009581,-3.28871853658401,5.16651066319294,Ubiquitin-conjugating enzyme,Ubiquitin-conjugating enzyme
Acropora_009588,1.380690452621398,-4.528277282129094,NACHT and WD repeat,NACHT and WD repeat
Acropora_009622,1.5520637301086222,-3.330574272623438,rho guanine nucleotide exchange factor,rho guanine nucleotide exchange factor
Acropora_009633,-5.134205894112574,-2.119824047706466,NA,NA
Acropora_009639,1.0184281153317438,-1.0951210396778146,NA,NA
Acropora_009648,1.5825993770416047,-1.4502554868357338,cell cycle,cell cycle
Acropora_009650,-1.9560262126722026,6.927239806817773,-,-
Acropora_009660,1.443790731772035,-2.2804483301389826,NA,NA
Acropora_009763,-1.4856415058112562,10.527344640326032,positive regulation of histone H3-K79 methylation,positive regulation of histone H3-K79 methylation
Acropora_009771,1.3952662347701688,-4.836085643464259,Domain of unknown function (DUF4795),Domain of unknown function (DUF4795)
Acropora_009775,2.936050696182397,-1.9862858470213642,NA,NA
Acropora_009776,3.2302418463815123,-2.0124357693042554,Collagen triple helix,Collagen triple helix
Acropora_009796,-1.3581320620678428,2.562519352462875,reverse transcriptase,reverse transcriptase
Acropora_009817,-2.3056860689401923,6.884585439476595,NA,NA
Acropora_009881,1.0507915239005226,-4.957732123846532,NA,NA
Acropora_009948,6.2129691121751796,-2.640211910981712,frizzled binding,frizzled binding
Acropora_009949,2.047289973051816,-5.3530169195102975,ELKS RAB6-interacting CAST family member,ELKS RAB6-interacting CAST family member
Acropora_009970,-1.443790731772035,12.453460897658907,pyrroline-5-carboxylate reductase activity,pyrroline-5-carboxylate reductase activity
Acropora_009972,-1.4232008252090353,9.059456786317051,NA,NA
Acropora_009983,-1.1607436364676973,1.0569188698619953,NA,NA
Acropora_009985,1.8821418643704475,3.367731029266721,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
Acropora_009986,3.1425454307116345,-4.058987796516094,metal ion binding,metal ion binding
Acropora_010000,2.0138359922207556,-5.085424834955018,NA,NA
Acropora_010002,-1.0923298373992036,6.822497517055348,maintenance of translational fidelity,maintenance of translational fidelity
Acropora_010083,-3.669605961794665,5.545383395932712,Ubiquitin-2 like Rad60 SUMO-like,Ubiquitin-2 like Rad60 SUMO-like
Acropora_010084,-1.4009475948803738,6.051165968774918,member RAS oncogene family,member RAS oncogene family
Acropora_010086,-1.9612131654284033,3.9741873342739544,Thioesterase superfamily member 6,Thioesterase superfamily member 6
Acropora_010089,-1.246428046251015,1.4855161492027096,NA,NA
Acropora_010094,-1.973864094035657,2.468472780263262,Subtilase family,Subtilase family
Acropora_010097,-1.4490334053699387,5.596137169242673,RNA polymerase I transcription factor binding,RNA polymerase I transcription factor binding
Acropora_010099,1.6776261048834467,-1.7474717117218432,Integrin linked kinase,Integrin linked kinase
Acropora_010131,-5.090397124879728,9.41778170610202,It is involved in the biological process described with,It is involved in the biological process described with
Acropora_010152,-1.7312006996762523,1.235299432708258,IgLON family member 5,IgLON family member 5
Acropora_010170,1.919637907503934,-5.827410479893434,response to cell cycle checkpoint signaling,response to cell cycle checkpoint signaling
Acropora_010229,4.292676712355693,-2.422009228443052,Arachidonate 5-lipoxygenase,Arachidonate 5-lipoxygenase
Acropora_010237,-7.282095266252284,9.498448503864672,unfolded protein binding,unfolded protein binding
Acropora_010282,-2.3224482033506075,8.045150621090068,NA,NA
Acropora_010286,2.423927550512444,-3.950337116227262,PFAM Glycosyl transferases group 1,PFAM Glycosyl transferases group 1
Acropora_010289,-1.4315569733399307,4.805328817865268,NA,NA
Acropora_010290,-2.424091652466368,14.192652756499694,Belongs to the peptidase S1 family,Belongs to the peptidase S1 family
Acropora_010312,2.3224482033506075,-6.590889886342115,NA,NA
Acropora_010314,-1.5321169298163793,4.008129206776872,steroid receptor RNA activator 1,steroid receptor RNA activator 1
Acropora_010315,-1.7115289732284436,1.8011942262517346,stromal interaction molecule,stromal interaction molecule
Acropora_010328,1.4289152771136533,-2.560135809238545,cAMP-dependent protein kinase regulator activity,cAMP-dependent protein kinase regulator activity
Acropora_010329,2.2475561702916855,-4.053989757870193,Extracellular matrix protein,Extracellular matrix protein
Acropora_010346,2.5791731413495915,-2.366705953367222,NA,NA
Acropora_010416,1.720534237389516,-9.472437343376754,Transmembrane protein 131-like,Transmembrane protein 131-like
Acropora_010419,-1.1275578781486464,7.29926576799246,protein-cysteine S-acyltransferase activity,protein-cysteine S-acyltransferase activity
Acropora_010441,-1.64544527640609,10.593487092963608,NA,NA
Acropora_010456,-1.306280222541513,5.855744662421852,NA,NA
Acropora_010494,1.4835736451264656,-2.805867797121712,transmembrane receptor protein tyrosine kinase activity,transmembrane receptor protein tyrosine kinase activity
Acropora_010519,2.5695886724314305,-12.198956560428401,NA,NA
Acropora_010521,3.039451035636946,-9.97262343986736,NA,NA
Acropora_010538,3.1432094458435738,-16.860935225572064,NA,NA
Acropora_010547,2.076080969435031,-5.335769475917867,NA,NA
Acropora_010549,-3.39500610762951,-3.7383388544245335,microtubule motor activity,microtubule motor activity
Acropora_010587,1.3295654773640215,2.758099757198392,NA,NA
Acropora_010588,-5.964692128756754,13.130283949249511,NA,NA
Acropora_010593,5.929316014171079,-11.085294000227785,NA,NA
Acropora_010595,-1.9829443870650685,4.311365196927248,Protein of unknown function (DUF719),Protein of unknown function (DUF719)
Acropora_010599,-1.0141487880355873,6.431105877686241,WW domain binding,WW domain binding
Acropora_010600,-1.3487701784126838,1.2091916770106688,NA,NA
Acropora_010604,1.0821973482225813,-1.6628281794792252,"Sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)","Sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)"
Acropora_010625,-7.678905252671594,8.311187445002718,NA,NA
Acropora_010627,-8.534623304956648,4.723884756924041,NA,NA
Acropora_010628,-9.17121882763388,5.7856590343024505,NA,NA
Acropora_010672,-2.3407341078543586,7.221068040657367,Endomembrane protein 70,Endomembrane protein 70
Acropora_010684,-1.6396366177330144,4.472173917182406,Kunitz/Bovine pancreatic trypsin inhibitor domain,Kunitz/Bovine pancreatic trypsin inhibitor domain
Acropora_010688,-1.2909157876502044,12.617722083519695,histone H2A acetylation,histone H2A acetylation
Acropora_010696,-1.6864108696913345,9.308898500918039,intracellular cholesterol transport,intracellular cholesterol transport
Acropora_010718,-1.3668862357741625,-2.173195364411621,extracellular ligand-gated ion channel activity,extracellular ligand-gated ion channel activity
Acropora_010747,-1.4534195403407462,8.997758323928158,dolichyl-diphosphooligosaccharide-protein glycotransferase activity,dolichyl-diphosphooligosaccharide-protein glycotransferase activity
Acropora_010749,1.0507277596647793,-3.747049006873201,transcriptional regulator,transcriptional regulator
Acropora_010760,-2.5959764019766163,6.735871488149187,NA,NA
Acropora_010775,1.2799098146779746,-3.1837912962335877,NA,NA
Acropora_010778,-1.0432424706466243,1.2097571507081264,BTB And C-terminal Kelch,BTB And C-terminal Kelch
Acropora_010783,2.290687680201197,-1.157057654960751,Green fluorescent protein,Green fluorescent protein
Acropora_010796,-1.1657454402783527,7.906526655952982,protein kinase activity,protein kinase activity
Acropora_010815,-1.5195718672703091,13.263070318808154,DIS3 exosome endoribonuclease and 3'-5' exoribonuclease,DIS3 exosome endoribonuclease and 3'-5' exoribonuclease
Acropora_010816,-1.8764590448681098,27.6636798298591,NA,NA
Acropora_010828,-1.9414041718590949,4.77458160178416,ATP:ADP antiporter activity,ATP:ADP antiporter activity
Acropora_010839,1.6210591658201479,-1.7575149172770432,NA,NA
Acropora_010848,7.070728471098075,-6.608442184078899,Tower,Tower
Acropora_010870,-1.205300584723165,2.4439445682765637,Belongs to the AB hydrolase superfamily. Lipase family,Belongs to the AB hydrolase superfamily. Lipase family
Acropora_010911,-3.0756391011994593,8.139045449517878,NA,NA
Acropora_010917,-6.804477040184134,4.083071456624237,NA,NA
Acropora_010931,2.6368078786672764,-12.08113236440684,NA,NA
Acropora_010941,1.3952662347701688,-3.2416491525458486,heterotrimeric G-protein binding,heterotrimeric G-protein binding
Acropora_010948,1.2392139058557983,-2.356234156781922,It is involved in the biological process described with signal transduction,It is involved in the biological process described with signal transduction
Acropora_010967,1.1099405432930705,-3.1661016372754442,NA,NA
Acropora_010972,4.092890408854837,-2.2840658915735266,Belongs to the MCM family,Belongs to the MCM family
Acropora_010973,-2.689032015806964,-1.5789472710115435,Nuclear factor erythroid,Nuclear factor erythroid
Acropora_010981,-1.5648369542700198,11.498257518903642,Ubiquitin-2 like Rad60 SUMO-like,Ubiquitin-2 like Rad60 SUMO-like
Acropora_011001,10.498111564280455,-19.805896250079016,calcium ion-regulated exocytosis of neurotransmitter,calcium ion-regulated exocytosis of neurotransmitter
Acropora_011016,-2.9597998107999706,3.251412412730177,"Solute carrier family 35, member B1","Solute carrier family 35, member B1"
Acropora_011023,1.1496631721219737,-2.4662518047050033,stabilization of membrane potential,stabilization of membrane potential
Acropora_011082,1.8167508505041263,-3.9026304322460423,NMDA glutamate receptor activity,NMDA glutamate receptor activity
Acropora_011089,-1.4219227554494154,3.0044593107332216,TFIIH basal transcription factor complex helicase XPB,TFIIH basal transcription factor complex helicase XPB
Acropora_011102,2.0418778064532628,-6.674011964464642,NA,NA
Acropora_011129,1.2821950275219267,-3.2885936562244473,NA,NA
Acropora_011132,1.705927061866875,-10.786659453490234,NA,NA
Acropora_011133,1.0066731979031842,-4.157572021780118,NA,NA
Acropora_011143,5.5137095686175055,-13.319085811029902,NA,NA
Acropora_011149,2.279568530062291,-5.993866354519076,"Transfers N-acetylgalactosamine (GalNAc) from UDP-GalNAc to N-acetylglucosamine-beta-benzyl with a beta-1,4-linkage to form N,N'-diacetyllactosediamine, GalNAc-beta-1,4-GlcNAc structures in N-linked glycans and probably O-linked glycans","Transfers N-acetylgalactosamine (GalNAc) from UDP-GalNAc to N-acetylglucosamine-beta-benzyl with a beta-1,4-linkage to form N,N'-diacetyllactosediamine, GalNAc-beta-1,4-GlcNAc structures in N-linked glycans and probably O-linked glycans"
Acropora_011173,3.303791787463358,-17.45167318304676,NA,NA
Acropora_011181,-1.9829443870650685,6.67963028112944,Chondroitin,Chondroitin
Acropora_011186,2.0723002532687715,-2.835393120503907,calcium ion-regulated exocytosis of neurotransmitter,calcium ion-regulated exocytosis of neurotransmitter
Acropora_011188,1.1239382595545748,-3.209167142253655,calcium ion-regulated exocytosis of neurotransmitter,calcium ion-regulated exocytosis of neurotransmitter
Acropora_011194,2.5561755724409925,-1.2260830966336917,"Linear amide C-N hydrolases, choloylglycine hydrolase family","Linear amide C-N hydrolases, choloylglycine hydrolase family"
Acropora_011200,-5.510280953835452,19.328653185836217,phagocytosis,phagocytosis
Acropora_011205,1.01820864407461,-2.2593490958611877,NA,NA
Acropora_011208,5.506211563497822,-9.122070300299448,NA,NA
Acropora_011209,1.0946784607033653,-1.4070441132461844,NA,NA
Acropora_011218,1.1582918661853918,-1.8744991542826308,NA,NA
Acropora_011226,1.9721218579379398,-2.813634655295084,NA,NA
Acropora_011244,5.044507024658301,-8.40391571399065,NA,NA
Acropora_011245,3.1374408395915894,-4.85958479274037,NA,NA
Acropora_011246,4.1025137480656015,-7.552665583472049,NA,NA
Acropora_011262,5.015257412381,-8.224349785894251,NA,NA
Acropora_011268,-2.751280889463976,8.036242511802806,NA,NA
Acropora_011285,-1.0432424706466243,3.9970644853116424,Erythrocyte membrane protein band 4.1 like,Erythrocyte membrane protein band 4.1 like
Acropora_011301,1.0096655676698014,-2.235595115937606,NA,NA
Acropora_011311,1.4040582455106616,-1.2607249710449469,apoptotic mitochondrial changes,apoptotic mitochondrial changes
Acropora_011334,-1.6304516625274856,3.6116045899860594,Golgi organization,Golgi organization
Acropora_011357,-1.7165605914240925,6.452843839158183,"ATP-binding cassette, sub-family F","ATP-binding cassette, sub-family F"
Acropora_011388,1.41663936258414,-5.0138159833671585,"Responsible for the deacetylation of lysine residues on the N-terminal part of the core histones (H2A, H2B, H3 and H4). Histone deacetylation gives a tag for epigenetic repression and plays an important role in transcriptional regulation, cell cycle progression and developmental events","Responsible for the deacetylation of lysine residues on the N-terminal part of the core histones (H2A, H2B, H3 and H4). Histone deacetylation gives a tag for epigenetic repression and plays an important role in transcriptional regulation, cell cycle progression and developmental events"
Acropora_011390,1.440685843489072,-4.819602599100812,positive regulation of type B pancreatic cell proliferation,positive regulation of type B pancreatic cell proliferation
Acropora_011391,2.2217271734992723,-5.435011036142955,SKI DACH domain containing 1,SKI DACH domain containing 1
Acropora_011416,1.467573013377469,-3.4867683261614077,NA,NA
Acropora_011419,2.0730725718286753,-2.864928617649828,NA,NA
Acropora_011480,1.1256580887853398,-1.2470491583663412,PMS1 postmeiotic segregation increased 1 (S. cerevisiae),PMS1 postmeiotic segregation increased 1 (S. cerevisiae)
Acropora_011500,1.7589028586634503,-1.8580191254538652,"mitochondrial electron transport, NADH to ubiquinone","mitochondrial electron transport, NADH to ubiquinone"
Acropora_011510,1.4710823244004976,-3.2516670142313258,amine sulfotransferase activity,amine sulfotransferase activity
Acropora_011511,-1.2256670783813217,3.1717551432856395,amine sulfotransferase activity,amine sulfotransferase activity
Acropora_011514,1.8865172231657554,-4.538473030857348,NA,NA
Acropora_011604,-3.8490539587227155,6.803644310067131,NA,NA
Acropora_011605,-1.2255709979818579,2.3110287510027376,protein kinase C activity,protein kinase C activity
Acropora_011607,-2.236882861755093,2.9161514385943352,NA,NA
Acropora_011609,-1.0825656648327198,4.766753251775234,metal ion binding,metal ion binding
Acropora_011724,1.1613700617151674,-3.513986322949603,zinc ion binding,zinc ion binding
Acropora_011905,-2.3860690069088943,4.252994626893548,NA,NA
Acropora_011943,-5.425350305567188,11.436368450847326,NA,NA
Acropora_011944,-2.509866628269821,1.2075694569660516,MFS_1 like family,MFS_1 like family
Acropora_011954,-1.9354179593865888,5.035007037018527,NA,NA
Acropora_011965,-3.595082555493646,24.23268245654695,NA,NA
Acropora_011992,-1.3762602510063053,7.084135886315102,[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity,[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity
Acropora_012129,-1.048806671051748,10.286210049971727,NA,NA
Acropora_012149,-8.534623304956648,2.9335375611827748,NA,NA
Acropora_012388,1.1507844488779129,-2.5129672702423953,Leucine rich repeat containing 45,Leucine rich repeat containing 45
Acropora_012400,5.081700042707973,-4.972419163931531,"DNA (cytosine-5-)-methyltransferase activity, acting on CpN substrates","DNA (cytosine-5-)-methyltransferase activity, acting on CpN substrates"
Acropora_012525,1.9721218579379398,-8.642618426762848,NA,NA
Acropora_012558,1.6704246103077818,-6.444549428476065,protein O-linked glycosylation via threonine,protein O-linked glycosylation via threonine
Acropora_012569,1.0970495806983995,-8.752378517127049,CW-type Zinc Finger,CW-type Zinc Finger
Acropora_012600,1.4206420574021528,-3.6751429432619567,NA,NA
Acropora_012605,1.841966923588032,-2.0644781520292232,gamma-tubulin binding,gamma-tubulin binding
Acropora_012877,-2.201677015005094,4.350711868159688,Promotes transcriptional elongation by Su(Tpl) ELL. Essential for development (By similarity),Promotes transcriptional elongation by Su(Tpl) ELL. Essential for development (By similarity)
Acropora_012878,-3.871731103008105,15.572037764774217,positive regulation of epithelial to mesenchymal transition,positive regulation of epithelial to mesenchymal transition
Acropora_012906,-1.7798741830549931,3.6484098945617442,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
Acropora_012929,-3.9519905258788137,2.6628349679798946,NA,NA
Acropora_012934,1.3234461865008615,-1.8163985161807863,Transcriptional activator GLI3,Transcriptional activator GLI3
Acropora_012938,-1.6442683058567522,12.434851594485334,non-membrane spanning protein tyrosine phosphatase activity,non-membrane spanning protein tyrosine phosphatase activity
Acropora_012941,-1.0286309972114038,1.7056085508684748,NA,NA
Acropora_012944,-2.294378487462894,3.4409768403731373,Regulator of chromosome condensation (RCC1) repeat,Regulator of chromosome condensation (RCC1) repeat
Acropora_012945,-1.1356474476706735,2.0197883786953663,"Tubulin tyrosine ligase-like family, member 4","Tubulin tyrosine ligase-like family, member 4"
Acropora_012973,-2.196428894406677,14.77964047893075,ribosomal protein,ribosomal protein
Acropora_012980,1.4360901871824485,-2.7194011436585517,Dickkopf N-terminal cysteine-rich region,Dickkopf N-terminal cysteine-rich region
Acropora_012982,-1.4922061200961376,7.055771838510311,Protein transport protein SEC61 subunit,Protein transport protein SEC61 subunit
Acropora_012990,-2.2530111914713533,1.4695017438161198,helix loop helix domain,helix loop helix domain
Acropora_013023,2.0061805711597755,-5.161035292521089,Serine threonine-protein kinase tousled-like,Serine threonine-protein kinase tousled-like
Acropora_013043,1.0687005944142793,-2.249289429929345,Universal stress protein family,Universal stress protein family
Acropora_013044,1.0338355280498044,-2.363544261936671,NA,NA
Acropora_013078,2.77880756347862,-8.941298947527942,endoplasmic reticulum-plasma membrane tethering,endoplasmic reticulum-plasma membrane tethering
Acropora_013082,-1.5375936767450509,-3.338833417106372,NA,NA
Acropora_013107,-9.741206303338595,3.5483296029642584,WD40 repeats,WD40 repeats
Acropora_013142,1.5305555411887535,-2.8309508572420965,RNA recognition motif,RNA recognition motif
Acropora_013151,1.2021891400292624,-5.544531208031378,homeobox,homeobox
Acropora_013164,-1.2821950275219267,6.1164721282157775,pyridoxal phosphatase activity,pyridoxal phosphatase activity
Acropora_013170,-2.472701247691628,18.309685941393827,NA,NA
Acropora_013196,-1.368260915234397,12.45819371513897,NADH dehydrogenase ubiquinone 1 alpha subcomplex,NADH dehydrogenase ubiquinone 1 alpha subcomplex
Acropora_013199,-1.5377853491262157,7.446790153373293,regulation of cellular macromolecule biosynthetic process,regulation of cellular macromolecule biosynthetic process
Acropora_013219,1.1118026425312357,-2.6692652600770232,NA,NA
Acropora_013277,1.5181793049102694,-4.933523015500998,RNA secondary structure unwinding,RNA secondary structure unwinding
Acropora_013297,2.011056793063284,-5.286737746153797,"Protein tyrosine phosphatase, receptor type","Protein tyrosine phosphatase, receptor type"
Acropora_013300,3.9428629857597794,-2.607814466976894,NA,NA
Acropora_013311,1.0263036988979586,-5.858966510049636,NA,NA
Acropora_013317,1.3883026587502012,-6.479241742163763,NA,NA
Acropora_013326,1.3466798798503972,-6.034822407184164,protein ubiquitination,protein ubiquitination
Acropora_013327,1.9002917198247729,-12.618125601840681,protein ubiquitination,protein ubiquitination
Acropora_013337,-1.1240742125540926,6.484815041073065,Belongs to the protein kinase superfamily,Belongs to the protein kinase superfamily
Acropora_013380,-1.1733329007552253,1.3041032240446222,integrin-mediated signaling pathway,integrin-mediated signaling pathway
Acropora_013393,1.9324193084019274,-1.6240060344551002,cellular response to bleomycin,cellular response to bleomycin
Acropora_013396,2.9838897968108378,-9.441702417246985,Has a role in the perception of gravity,Has a role in the perception of gravity
Acropora_013403,-7.863863808735434,6.872637628720904,NA,NA
Acropora_013440,-3.0974491278193255,2.4573924515087326,tooth eruption,tooth eruption
Acropora_013479,-1.0500744973866483,6.56573633493296,microtubule nucleation,microtubule nucleation
Acropora_013482,-2.188808807940293,1.431109443773284,DBD domain binding,DBD domain binding
Acropora_013499,-3.727011830870472,2.7643527899366487,zinc ion binding,zinc ion binding
Acropora_013500,-1.6213824782954778,4.280811904912225,NA,NA
