gene,KOG
Acropora_014716,Belongs to the cyclin family
Acropora_014728,NA
Acropora_014754,NA
Acropora_014823,Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome
Acropora_014834,NA
Acropora_014839,ubiquitin-like protein ligase activity
Acropora_014857,reduction of food intake in response to dietary excess
Acropora_014862,gamma-aminobutyric acid type B receptor subunit
Acropora_014869,Pyruvate formate lyase-like
Acropora_014884,zinc finger CCCH-type containing
Acropora_014919,H4K20me3 modified histone binding
Acropora_014984,NA
Acropora_014994,Lipase (class 3)
Acropora_015000,NA
Acropora_015008,NA
Acropora_015011,"molting cycle, collagen and cuticulin-based cuticle"
Acropora_015019,NA
Acropora_015028,"rRNA (adenine-N6,N6-)-dimethyltransferase activity"
Acropora_015033,NA
Acropora_015049,NA
Acropora_015054,superoxide-generating NADPH oxidase activity
Acropora_015067,Thrombospondin type 1 repeats
Acropora_015079,BAG family molecular chaperone regulator 3
Acropora_015100,NA
Acropora_015108,motor activity
Acropora_015170,osmolarity-sensing cation channel activity
Acropora_015175,NA
Acropora_015202,malonyl-CoA decarboxylase activity
Acropora_015222,positive regulation of rhodopsin gene expression
Acropora_015227,syntaxin binding
Acropora_015248,NA
Acropora_015250,negative regulation of male germ cell proliferation
Acropora_015258,AMP catabolic process
Acropora_015268,semaphorin receptor binding
Acropora_015282,Involved in the post-translational conjugation of arginine to the N-terminal aspartate or glutamate of a protein. This arginylation is required for degradation of the protein via the ubiquitin pathway
Acropora_015303,negative regulation of meiotic chromosome separation
Acropora_015306,NA
Acropora_015329,heterogeneous nuclear ribonucleoprotein
Acropora_015330,heterogeneous nuclear ribonucleoprotein
Acropora_015336,hormonally up-regulated
Acropora_015338,Presequence protease
Acropora_015368,DNA double-strand break processing
Acropora_015427,NA
Acropora_015431,NA
Acropora_015451,NA
Acropora_015506,"ATP-dependent microtubule motor activity, minus-end-directed"
Acropora_015517,protein depalmitoleylation
Acropora_015528,NA
Acropora_015569,Belongs to the eukaryotic ribosomal protein eS4 family
Acropora_015608,Belongs to the peptidase M10A family
Acropora_015614,skeletal muscle fiber development
Acropora_015619,NA
Acropora_015629,"Solute carrier family 4 (anion exchanger), member 1, adaptor protein"
Acropora_015651,assists the folding of proteins upon ATP hydrolysis
Acropora_015712,mitochondrial respiratory chain complex IV assembly
Acropora_015714,NA
Acropora_015739,phosphatidylserine exposure on apoptotic cell surface
Acropora_015761,translation
Acropora_015771,Belongs to the glycosyl hydrolase 18 family
Acropora_015774,NA
Acropora_015786,NA
Acropora_015794,NA
Acropora_015822,CEP170 C-terminus
Acropora_015845,NA
Acropora_015897,NA
Acropora_015908,NA
Acropora_015910,NA
Acropora_015930,NA
Acropora_015936,NA
Acropora_015947,Serine threonine-protein kinase
Acropora_015993,Participates in DNA repair and in chromosomal DNA replication
Acropora_015994,"complex, subunit"
Acropora_016035,TeTratriCopeptide repeat
Acropora_016048,nucleic acid binding
Acropora_016061,NA
Acropora_016064,protein tyrosine kinase collagen receptor activity
Acropora_016065,adaptation of rhodopsin mediated signaling
Acropora_016067,adaptation of rhodopsin mediated signaling
Acropora_016080,oligosaccharide binding
Acropora_016090,NA
Acropora_016095,Ectodermal ciliogenesis protein
Acropora_016113,mitochondrial respiratory chain complex assembly
Acropora_016114,polyribonucleotide nucleotidyltransferase 1
Acropora_016117,NA
Acropora_016153,NA
Acropora_016176,NA
Acropora_016300,NA
Acropora_016309,NA
Acropora_016321,NA
Acropora_016326,A disintegrin and metalloproteinase with thrombospondin motifs
Acropora_016369,K63-linked polyubiquitin modification-dependent protein binding
Acropora_016372,NA
Acropora_016376,NA
Acropora_016384,tubulin-tyrosine ligase activity
Acropora_016414,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Acropora_016435,NA
Acropora_016440,NA
Acropora_016647,NA
Acropora_016665,NA
Acropora_016721,NA
Acropora_016723,NA
Acropora_016729,Lys63-specific deubiquitinase activity
Acropora_016730,cytochrome C oxidase
Acropora_016863,NA
Acropora_016864,DNA demethylation of male pronucleus
Acropora_016909,NA
Acropora_016918,NA
Acropora_017030,Eukaryotic-type carbonic anhydrase
Acropora_017035,NA
Acropora_017096,NA
Acropora_017101,NA
Acropora_017116,NA
Acropora_017125,Belongs to the class-I aminoacyl-tRNA synthetase family
Acropora_017135,NA
Acropora_017147,NA
Acropora_017191,NA
Acropora_017278,NA
Acropora_017328,NA
Acropora_017343,NA
Acropora_017347,polycystic kidney disease protein 1-like
Acropora_017430,microtubule-based movement
Acropora_017443,lethal(3)malignant brain tumor-like protein
Acropora_017471,-
Acropora_017474,Beige/BEACH domain
Acropora_017503,Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Acropora_017534,NA
Acropora_017538,NA
Acropora_017567,enoyl-CoA delta isomerase 2
Acropora_017579,NA
Acropora_017581,intracellular chloride channel activity
Acropora_017583,steroid hormone receptor activity
Acropora_017593,cyclin-dependent kinase inhibitor 3
Acropora_017598,NA
Acropora_017620,NA
Acropora_017639,NA
Acropora_017642,Protein tyrosine kinase
Acropora_017673,NA
Acropora_017680,GTP cyclohydrolase 1 feedback regulatory protein
Acropora_017686,NA
Acropora_017695,NA
Acropora_017710,retinol dehydrogenase activity
Acropora_017714,Cardiolipin synthase
Acropora_017720,NA
Acropora_017770,NA
Acropora_017779,NA
Acropora_017791,NA
Acropora_017792,NA
Acropora_017800,autophagosome membrane docking
Acropora_017804,NA
Acropora_017810,NA
Acropora_017841,microtubule-severing ATPase activity
Acropora_017849,H4K20me3 modified histone binding
Acropora_017852,NA
Acropora_017880,microtubule motor activity
Acropora_017900,NA
Acropora_017913,NA
Acropora_017926,nucleotide-binding oligomerization domain containing 1 signaling pathway
Acropora_017928,NA
Acropora_017930,"tRNA splicing, via endonucleolytic cleavage and ligation"
Acropora_017956,NA
Acropora_017962,protein ubiquitination
Acropora_017987,Belongs to the mitochondrial carrier (TC 2.A.29) family
Acropora_017992,NA
Acropora_018002,NA
Acropora_018005,NA
Acropora_018006,serine C-palmitoyltransferase activity
Acropora_018020,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Acropora_018056,NA
Acropora_018064,NA
Acropora_018065,polycystic kidney disease protein 1-like
Acropora_018067,Serine-type peptidase activity. It is involved in the biological process described with proteolysis
Acropora_018091,Belongs to the syntaxin family
Acropora_018107,"ATPase family, AAA"
Acropora_018110,NA
Acropora_018130,cyclic nucleotide-gated ion channel activity
Acropora_018134,NA
Acropora_018157,NA
Acropora_018193,G-protein coupled receptor activity
Acropora_018224,Converts proline to delta-1-pyrroline-5-carboxylate
Acropora_018225,NA
Acropora_018232,NA
Acropora_018252,NA
Acropora_018253,GTPase activator activity
Acropora_018259,NA
Acropora_018278,NA
Acropora_018322,regulation of response to stimulus
Acropora_018331,negative regulation of double-strand break repair via homologous recombination
Acropora_018420,Abhydrolase domain containing
Acropora_018429,Calcium ion binding
Acropora_018464,NA
Acropora_018465,Belongs to the G-protein coupled receptor 2 family
Acropora_018469,tektin 2 (testicular)
Acropora_018482,SNAP receptor activity
Acropora_018541,cysteine-type endopeptidase activity
Acropora_018562,NA
Acropora_018597,NA
Acropora_018616,ATP-dependent RNA helicase activity
Acropora_018625,NA
Acropora_018631,NA
Acropora_018635,NA
Acropora_018672,NA
Acropora_018707,NA
Acropora_018715,NA
Acropora_018743,X-box binding protein 1
Acropora_018749,regulation of nucleic acid-templated transcription
Acropora_018779,NA
Acropora_018829,NA
Acropora_018938,Domain of unknown function (DUF4566)
Acropora_019180,NA
Acropora_019191,NA
Acropora_019198,NA
Acropora_019222,Cupin superfamily (DUF985)
Acropora_019234,regulation of protein complex stability
Acropora_019242,protein heterodimerization activity
Acropora_019302,NA
Acropora_019359,HAUS augmin-like complex subunit 7
Acropora_019365,AMPA glutamate receptor activity
Acropora_019384,biological adhesion
Acropora_019402,NA
Acropora_019413,Cathepsin propeptide inhibitor domain (I29)
Acropora_019419,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
Acropora_019434,NA
Acropora_019435,NA
Acropora_019453,G-protein coupled receptor activity
Acropora_019461,Src homology 3 domains
Acropora_019476,NA
Acropora_019489,NA
Acropora_019492,NA
Acropora_019497,NA
Acropora_019507,zinc ion binding
Acropora_019511,mevalonate kinase activity
Acropora_019513,"N,N-dimethylaniline monooxygenase activity"
Acropora_019558,"Mediator of RNA polymerase II transcription, subunit"
Acropora_019561,Mediator complex subunit 23
Acropora_019587,NA
Acropora_019595,Solute carrier family 13
Acropora_019616,"N,N-dimethylaniline monooxygenase activity"
Acropora_019620,beta-glucuronidase activity
Acropora_019630,alpha-(1->3)-fucosyltransferase activity
Acropora_019661,Mitotic-spindle organizing gamma-tubulin ring associated
Acropora_019665,NA
Acropora_019726,Short transient receptor potential channel 2-like
Acropora_019746,sphingolipid transporter activity
Acropora_019751,NA
Acropora_019757,AFG1-like ATPase
Acropora_019765,beta-glucuronidase activity
Acropora_019777,NA
Acropora_019780,positive regulation of dipeptide transport
Acropora_019835,NA
Acropora_019865,GDP-D-glucose phosphorylase 1
Acropora_019882,Peroxidasin homolog
Acropora_019894,Uncharacterized conserved protein (DUF2054)
Acropora_019924,NA
Acropora_019928,signal peptide
Acropora_019947,proline dehydrogenase activity
Acropora_019975,protein phosphatase 1 regulatory subunit 42
Acropora_019978,plasma membrane repair
Acropora_019996,metalloendopeptidase activity
Acropora_020006,NA
Acropora_020008,Tetratricopeptide repeat domain 28
Acropora_020010,NA
Acropora_020029,Transcriptional adaptor 2A
Acropora_020034,cellular localization
Acropora_020051,DNA binding
Acropora_020062,"Phosphate cytidylyltransferase 2, ethanolamine"
Acropora_020066,ER-associated misfolded protein catabolic process
Acropora_020069,NA
Acropora_020071,L27 domain
Acropora_020073,Calcineurin-like phosphoesterase superfamily domain
Acropora_020092,hydrolase activity
Acropora_020098,chondrocyte morphogenesis
Acropora_020110,Isocitrate lyase family
Acropora_020112,attachment of GPI anchor to protein
Acropora_020142,NA
Acropora_020153,NA
Acropora_020190,ATP-dependent DNA helicase activity
Acropora_020198,Belongs to the histone deacetylase family. HD Type 1 subfamily
Acropora_020239,NA
Acropora_020266,NA
Acropora_020309,NA
Acropora_020319,Carbohydrate (chondroitin 4) sulfotransferase 11
Acropora_020338,NA
Acropora_020382,positive regulation of protein tyrosine phosphatase activity
Acropora_020383,N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity
Acropora_020400,"ATP-binding cassette, subfamily G"
Acropora_020438,Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)
Acropora_020467,Tctex-1 family
Acropora_020473,"dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity"
Acropora_020485,serine threonine-protein phosphatase 2A regulatory subunit B'' subunit
Acropora_020519,NA
Acropora_020551,sodium potassium-transporting ATPase subunit
Acropora_020557,"sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated"
Acropora_020560,NA
Acropora_020569,NA
Acropora_020575,NA
Acropora_020597,"complement activation, lectin pathway"
Acropora_020618,B-cell lymphoma 3 protein
Acropora_020632,sequence-specific DNA binding
Acropora_020634,sequence-specific DNA binding
Acropora_020644,MORN repeat-containing protein 4
Acropora_020647,NA
Acropora_020664,CAP_GLY
Acropora_020670,alpha1-adrenergic receptor activity
Acropora_020675,protein tyrosine kinase collagen receptor activity
Acropora_020681,histone H2A-K13 ubiquitination
Acropora_020742,NA
Acropora_020782,NA
Acropora_020825,intraciliary transport involved in cilium assembly
Acropora_020898,-
Acropora_020975,NA
Acropora_021120,septate junction assembly
Acropora_021121,beta-galactosidase activity
Acropora_021150,NA
Acropora_021161,NA
Acropora_021214,NA
Acropora_021295,NA
Acropora_021341,"Coagulation factor 5/8 C-terminal domain, discoidin domain"
Acropora_021342,NA
Acropora_021437,"Translocon-associated protein, delta subunit precursor (TRAP-delta)"
Acropora_021457,NA
Acropora_021464,Gamma-tubulin complex is necessary for microtubule nucleation at the centrosome
Acropora_021481,L-glutamate import across plasma membrane
Acropora_021525,-
Acropora_021529,NA
Acropora_021532,septate junction assembly
Acropora_021534,NA
Acropora_021585,NA
Acropora_021601,NA
Acropora_021641,Dedicator of cytokinesis
Acropora_021679,NA
Acropora_021691,Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate
Acropora_021692,Hydrolase activity. It is involved in the biological process described with metabolic process
Acropora_021700,NA
Acropora_021713,NA
Acropora_021715,NA
Acropora_021719,NA
Acropora_021730,NA
Acropora_021733,exodeoxyribonuclease III activity
Acropora_021744,RNA splicing
Acropora_021750,NA
Acropora_021790,transcription factor Ovo-like
Acropora_021816,Belongs to the MAGUK family
Acropora_021826,regulation of mitotic cell cycle
Acropora_021827,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1
Acropora_021919,NA
Acropora_021926,G-protein coupled receptor activity
Acropora_021929,NA
Acropora_021951,NA
Acropora_021952,NA
Acropora_021953,NA
Acropora_021966,positive regulation of organelle assembly
Acropora_021972,Sperm surface zona pellucida binding protein. Helps to bind spermatozoa to the zona pellucida with high affinity. Might function in binding zona pellucida and carbohydrates
Acropora_021983,Rab guanyl-nucleotide exchange factor activity
Acropora_022006,NA
Acropora_022010,Transmembrane protein family 232
Acropora_022011,RNA binding
Acropora_022032,NA
Acropora_022068,nucleic acid-templated transcription
Acropora_022072,calcium ion binding
Acropora_022084,NA
Acropora_022135,NA
Acropora_022137,NA
Acropora_022141,NA
Acropora_022188,cardiac muscle tissue regeneration
Acropora_022189,Epithelial cell transforming 2
Acropora_022220,NA
Acropora_022228,NA
Acropora_022243,negative regulation of Ras protein signal transduction
Acropora_022271,NA
Acropora_022325,Protein kinase C beta
Acropora_022349,pyridoxal-dependent decarboxylase
Acropora_022369,Protein of unknown function
Acropora_022401,"Transcription elongation factor, mitochondrial"
Acropora_022407,TENA/THI-4/PQQC family
Acropora_022430,visceral mesoderm-endoderm interaction involved in midgut development
Acropora_022433,NA
Acropora_022438,rescue of stalled ribosome
Acropora_022440,NA
Acropora_022454,nucleosome assembly
Acropora_022460,methyltransferase
Acropora_022525,"Domain first found in C1r, C1s, uEGF, and bone morphogenetic protein."
Acropora_022528,NA
Acropora_022532,belongs to the actin family
Acropora_022539,transcription initiation from RNA polymerase III promoter
Acropora_022547,NA
Acropora_022554,Transmembrane channel-like
Acropora_022580,Ankyrin repeat and SOCS box
Acropora_022589,Centromere protein M
Acropora_022596,NA
Acropora_022599,DNA topoisomerase type I activity
Acropora_022610,Coiled-coil domain-containing protein 96
Acropora_022611,thymidine kinase activity
Acropora_022653,protein glycosylation in Golgi
Acropora_022662,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
Acropora_022667,NA
Acropora_022714,intraciliary retrograde transport
Acropora_022726,Ras-related C3 botulinum toxin substrate
Acropora_022731,NA
Acropora_022739,protein disulfide isomerase activity
Acropora_022750,NA
Acropora_022759,RNA splicing
Acropora_022777,Structural maintenance of chromosomes flexible hinge
Acropora_022778,renal vesicle induction
Acropora_022809,U2 snRNA 3'-end processing
Acropora_022827,NA
Acropora_022833,ubiquitin protein ligase binding
Acropora_022881,Ribonuclease H protein
Acropora_022884,PHD finger-like domain-containing protein 5A
Acropora_022908,"transposition, RNA-mediated"
Acropora_022920,glycine biosynthetic process from serine
Acropora_022939,"transferase activity, transferring acyl groups"
Acropora_022993,serine-type endopeptidase inhibitor activity
Acropora_022996,NA
Acropora_023034,NA
Acropora_023042,NA
Acropora_023079,NA
Acropora_023092,Fatty acid hydroxylase superfamily
Acropora_023125,"Formiminotransferase domain, N-terminal subdomain"
Acropora_023144,NA
Acropora_023172,NA
Acropora_023214,NA
Acropora_023238,chromosome transmission fidelity
Acropora_023244,regulation of mitotic cell cycle
Acropora_023252,Thiopurine S-methyltransferase
Acropora_023315,NA
Acropora_023408,NA
Acropora_023416,K02A2.6-like
Acropora_023479,regulation of T cell homeostatic proliferation
Acropora_023488,signal recognition particle binding
Acropora_023490,DNA-dependent protein kinase activity
Acropora_023545,NA
Acropora_023583,tubulin-dependent ATPase activity
Acropora_023589,NA
Acropora_023593,NA
Acropora_023604,NA
Acropora_023650,NA
Acropora_023659,Putative cyclase
Acropora_023663,NA
Acropora_023684,NA
Acropora_023695,"Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs."
Acropora_023696,NA
Acropora_023712,NA
Acropora_023735,NA
Acropora_023763,acetate-CoA ligase activity
Acropora_023767,diolein transacylation activity
Acropora_023775,calcium ion binding
Acropora_023805,NA
Acropora_023808,NA
Acropora_023816,positive regulation of interleukin-12 biosynthetic process
Acropora_023839,translation initiation factor activity
Acropora_023853,outer dynein arm assembly
Acropora_023895,1-aminocyclopropane-1-carboxylate synthase-like protein
Acropora_023904,NA
Acropora_023916,NA
Acropora_023926,NA
Acropora_023930,BUD22 family
Acropora_023955,phosphatidylserine biosynthetic process
Acropora_023985,NA
Acropora_024000,"cytochrome-b5 reductase activity, acting on NAD(P)H"
Acropora_024004,NA
Acropora_024013,sulfuric ester hydrolase activity
Acropora_024018,NA
Acropora_024020,calcium ion binding
Acropora_024024,N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity
Acropora_024040,Neuronal acetylcholine receptor subunit
Acropora_024104,"Protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1"
Acropora_024116,NA
Acropora_024117,CD151 molecule (Raph blood group)
Acropora_024120,CD151 molecule (Raph blood group)
Acropora_024133,NA
Acropora_024156,positive regulation of mediator complex assembly
Acropora_024184,NA
Acropora_024228,NA
Acropora_024257,NA
Acropora_024267,NA
Acropora_024275,Ankyrin repeats (many copies)
Acropora_024277,NA
Acropora_024289,Belongs to the globin family
Acropora_024345,ribosome binding
Acropora_024363,Dual specificity protein phosphatase 10
Acropora_024370,NA
Acropora_024383,NFX1-type zinc finger-containing protein
Acropora_024396,methylated histone binding
Acropora_024397,Armadillo repeat-containing protein
Acropora_024410,Src homology 3 domains
Acropora_024415,Belongs to the arginase family
Acropora_024437,NA
Acropora_024454,NA
Acropora_024457,NA
Acropora_024462,NA
Acropora_024599,"transposition, RNA-mediated"
Acropora_024691,NA
Acropora_024692,NA
Acropora_024700,NA
Acropora_024848,NA
Acropora_024872,Cilia and flagella associated protein 61
Acropora_024883,NA
Acropora_024928,NA
Acropora_024935,Nucleolar and spindle-associated protein
Acropora_024945,Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family
Acropora_024947,NA
Acropora_024963,NA
Acropora_024973,G-protein coupled receptor activity
Acropora_025007,COG0454 Histone acetyltransferase HPA2 and related acetyltransferases
Acropora_025015,"Proteasome (prosome, macropain) activator subunit 4"
Acropora_025079,NA
Acropora_025155,NA
Acropora_025159,NA
Acropora_025184,NA
Acropora_025208,NA
Acropora_025217,NA
Acropora_025314,protein tyrosine kinase collagen receptor activity
Acropora_025380,NA
Acropora_025490,NA
Acropora_025521,NA
Acropora_025548,NA
Acropora_025630,NA
Acropora_025634,NA
Acropora_025638,NA
Acropora_025694,NA
Acropora_025700,K02A2.6-like
Acropora_025793,negative regulation of axon extension involved in regeneration
Acropora_025842,7 transmembrane receptor (rhodopsin family)
Acropora_025859,catalytic activity. It is involved in the biological process described with metabolic process
Acropora_025875,protein kinase activity
Acropora_025893,NA
Acropora_025921,Serine threonine-protein kinase receptor
Acropora_025929,NA
Acropora_025936,Golgi to lysosome transport
Acropora_025985,transmembrane receptor protein serine/threonine kinase activity
Acropora_025999,adenylate cyclase-activating dopamine receptor signaling pathway
Acropora_026014,NA
Acropora_026043,metallopeptidase activity
Acropora_026058,NA
Acropora_026076,Rho guanyl-nucleotide exchange factor activity. It is involved in the biological process described with regulation of Rho protein signal transduction
Acropora_026085,Eukaryotic translation initiation factor 1b
Acropora_026112,sodium-dependent L-ascorbate transmembrane transporter activity
Acropora_026114,Wnt-activated receptor activity
Acropora_026126,NA
Acropora_026134,NA
Acropora_026138,oligopeptide transmembrane transporter activity
Acropora_026162,NA
Acropora_026165,peptidyl-arginine hydroxylation
Acropora_026178,NA
Acropora_026188,kynurenine 3-monooxygenase activity
Acropora_026199,NA
Acropora_026246,death-associated protein
Acropora_026304,Flavin containing amine oxidoreductase
Acropora_026363,"transferase activity, transferring acyl groups"
Acropora_026401,ubiquitin-protein transferase activity
Acropora_026421,regulation of mitotic cell cycle
Acropora_026423,"Programmed cell death protein 2, C-terminal putative domain"
Acropora_026426,N-6 adenine-specific DNA methyltransferase 1
Acropora_026440,1-alkyl-2-acetylglycerophosphocholine esterase activity
Acropora_026453,NA
Acropora_026454,-
Acropora_026455,NA
Acropora_026458,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
Acropora_026459,Niemann-pick C1
Acropora_026467,NA
Acropora_026476,NA
Acropora_026550,C-type lectin (CTL) or carbohydrate-recognition domain (CRD)
Acropora_026570,NA
Acropora_026589,Pancreatic secretory granule membrane major glycoprotein
Acropora_026641,Domain of unknown function (DUF4464)
Acropora_026650,P granule disassembly
Acropora_026718,NA
Acropora_026762,NA
Acropora_026856,"Family with sequence similarity 188, member B"
Acropora_026930,Dpy-30 motif
Acropora_026969,NA
Acropora_027039,NA
Acropora_027091,NA
Acropora_027113,translation elongation factor activity
Acropora_027163,regulation of mitotic cell cycle
Acropora_027166,regulation of mitotic cell cycle
Acropora_027228,NA
Acropora_027286,EP4 subtype prostaglandin E2 receptor binding
Acropora_027309,neurogenic locus notch homolog protein
Acropora_027310,NA
Acropora_027311,NA
Acropora_027358,NA
Acropora_027361,NA
Acropora_027404,mitochondrial transport
Acropora_027430,AMPA glutamate receptor activity
Acropora_027437,NA
Acropora_027481,NA
Acropora_027497,adenylate cyclase-activating G-protein coupled receptor signaling pathway
Acropora_027522,potassium:chloride symporter activity
Acropora_027557,G-protein coupled receptor activity
Acropora_027566,"Organelle biogenesis, Muted-like protein"
Acropora_027568,NA
Acropora_027571,calcium ion binding
Acropora_027591,NA
Acropora_027624,NA
Acropora_027649,Ras-related C3 botulinum toxin substrate
Acropora_027702,homeodomain transcription factor 2
Acropora_027721,NA
Acropora_027726,NA
Acropora_027732,NA
Acropora_027769,NA
Acropora_027775,NA
Acropora_027788,Chromosome 7 open reading frame 62
Acropora_027808,voltage-gated potassium channel activity
Acropora_027813,NA
Acropora_027820,NA
Acropora_027825,NA
Acropora_027830,NA
Acropora_027848,NA
Acropora_027860,ribosomal large subunit binding
Acropora_027864,thick ascending limb development
Acropora_027883,proteasome binding
Acropora_027888,"Glycosyl hydrolase family 20, catalytic domain"
Acropora_027913,Domain of unknown function (DUF4586)
Acropora_027914,Regulatory protein
Acropora_027918,[heparan sulfate]-glucosamine N-sulfotransferase activity
Acropora_027927,NA
Acropora_027943,cysteine-type peptidase activity
Acropora_027984,Growth differentiation factor 7
Acropora_028007,HECT and RLD domain containing E3 ubiquitin protein ligase
Acropora_028010,mitogen-activated protein kinase
Acropora_028028,cellular response to reactive oxygen species
Acropora_028086,FLJ43738-like
Acropora_028088,slit-robo rho
Acropora_028095,NA
Acropora_028130,NA
Acropora_028173,NA
Acropora_028178,cAMP-dependent protein kinase regulator activity
Acropora_028197,bicaudal D homolog
Acropora_028223,NA
Acropora_028269,NA
Acropora_028285,"UTP23, small subunit (SSU) processome component, homolog (yeast)"
Acropora_028305,NA
Acropora_028313,NA
Acropora_028336,NA
Acropora_028349,Glutaredoxin
Acropora_028396,NA
Acropora_028401,Glycosyl transferase
Acropora_028402,NA
Acropora_028442,NA
Acropora_028499,NA
Acropora_028501,NA
Acropora_028502,NA
Acropora_028510,NA
Acropora_028538,NA
Acropora_028541,NA
Acropora_028547,Mitochondrial inner membrane protease subunit
Acropora_028577,NA
Acropora_028606,mannose metabolic process
Acropora_028620,NA
Acropora_028667,NA
Acropora_028670,NA
Acropora_028700,Domain abundant in complement control proteins; SUSHI repeat; short complement-like repeat (SCR)
Acropora_028706,NA
Acropora_028748,NA
Acropora_028762,NA
Acropora_028804,NA
Acropora_028822,P granule disassembly
Acropora_028884,K02A2.6-like
Acropora_028890,NA
Acropora_028990,NA
Acropora_028991,NA
Acropora_029027,NA
Acropora_029072,NA
Acropora_029109,NA
Acropora_029115,NA
Acropora_029139,NA
Acropora_029164,Lipoxygenase
Acropora_029206,NA
Acropora_029218,NA
Acropora_029220,NA
Acropora_029228,DDE superfamily endonuclease
Acropora_029266,NA
Acropora_029293,MAC/Perforin domain
Acropora_029308,NA
Acropora_029330,NA
Acropora_029365,"Cytochrome P450, family 46, subfamily A, polypeptide"
Acropora_029397,NA
Acropora_029408,NA
Acropora_029414,exodeoxyribonuclease I activity
Acropora_029425,NA
Acropora_029428,"Catalyzes the synthesis of dihydrouridine, a modified base found in the D-loop of most tRNAs"
Acropora_029461,NA
Acropora_029465,MORN repeat-containing protein 5
Acropora_029469,NA
Acropora_029471,"lysine 2,3-aminomutase activity"
Acropora_029482,rRNA base methylation
Acropora_029546,GTPase activator activity
Acropora_029555,NA
Acropora_029566,Transmembrane protein 243
Acropora_029577,Proteoglycan 4
Acropora_029579,NA
Acropora_029593,Carboxypeptidase
Acropora_029595,NA
Acropora_029601,Diacylglycerol kinase catalytic domain
Acropora_029636,DALR anticodon binding domain containing 3
Acropora_029695,Rho (Ras homology) subfamily of Ras-like small GTPases
Acropora_029697,Y-form DNA binding
Acropora_029715,brambleberry-like
Acropora_029716,ATP-grasp domain
Acropora_029733,NA
Acropora_029738,activity. It is involved in the biological process described with metabolic process
Acropora_029795,NA
Acropora_029840,nuclear import signal receptor activity
Acropora_029861,tachykinin receptor activity
Acropora_029874,NA
Acropora_029884,lung ciliated cell differentiation
Acropora_029909,axoneme assembly
Acropora_029915,gamma-aminobutyric acid type B receptor subunit
Acropora_029917,NA
Acropora_029927,voltage-gated potassium channel activity
Acropora_029959,DNA mismatch repair protein
Acropora_029970,translation initiation factor activity
Acropora_029979,N-glycan processing
Acropora_029981,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Acropora_029990,NA
Acropora_029998,Chromosome 1 open reading frame 177
Acropora_030029,nucleoside triphosphate adenylate kinase activity
Acropora_030032,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
Acropora_030133,NADP-retinol dehydrogenase activity
Acropora_030152,NA
Acropora_030166,NA
Acropora_030173,NA
Acropora_030201,NA
Acropora_030229,NA
Acropora_030230,regulation of mitotic cell cycle
Acropora_030255,NA
Acropora_030260,NA
Acropora_030288,NA
Acropora_030339,nucleic acid-templated transcription
Acropora_030340,clathrin-dependent endocytosis
Acropora_030349,GTPase activator activity
Acropora_030373,NA
Acropora_030419,NA
Acropora_030453,NA
Acropora_030479,NA
Acropora_030497,NA
Acropora_030516,NA
Acropora_030572,alpha subunit
Acropora_030577,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_030582,inhibitor of growth
Acropora_030606,NA
Acropora_030608,NA
Acropora_030638,NA
Acropora_030651,NA
Acropora_030698,NA
Acropora_030785,Mediates cleavage of dimethlysulfonioproprionate (DMSP) into dimethyl sulfide (DMS) and acrylate. DMS is the principal form by which sulfur is transported from oceans to the atmosphere and is a key component of the ocean sulfur cycle
Acropora_030935,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Acropora_030968,U3 small nucleolar ribonucleoprotein
Acropora_030974,Rab guanyl-nucleotide exchange factor activity
Acropora_030990,NA
Acropora_030992,Avidin family
Acropora_030993,ubiquitin-protein transferase activity
