gene,lpv_Treated_vs_Untreated,lpv_Untreated_vs_Initial,annot,KOG
Acropora_008475,-1.3637650664652994,5.1858526188156935,Domain of unknown function (DUF4062),Function Unknown
Acropora_008484,-4.7412811658226826,32.05871797802783,NA,NA
Acropora_008487,2.936050696182397,-4.209129017300648,NACHT and WD repeat,Chromatin structure and dynamics
Acropora_008510,-1.3270600739086067,7.3915788178981146,calcium ion homeostasis,Function Unknown
Acropora_008519,-1.9134131766033964,6.396387859314019,store-operated calcium channel activity,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_008533,2.430827768922952,-3.813026824725221,NA,NA
Acropora_008550,1.41663936258414,-1.3479944135783473,G-protein coupled receptor activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_008603,-4.702279126055402,4.11850672424766,Ion transport protein,Inorganic ion transport and metabolism
Acropora_008613,2.74668828888629,-5.717132187538608,axonogenesis involved in innervation,Function Unknown
Acropora_008617,1.4288868663958154,-4.6117049827273275,keratinization,Function Unknown
Acropora_008625,1.3672259314507056,-8.34048881123216,"solute carrier family 39 (zinc transporter), member 12",Inorganic ion transport and metabolism
Acropora_008650,-1.611728241470841,1.5587840349577096,TeTratriCopeptide repeat,Function Unknown
Acropora_008715,3.691872322492917,-2.292335440044472,NA,NA
Acropora_008770,-4.539738633042014,8.555002726364888,NA,NA
Acropora_008811,8.45807641075441,-20.33267661740734,NA,NA
Acropora_008813,2.275336822147384,-9.53877292529219,WD repeat domain 7,Function Unknown
Acropora_008839,-1.3142305146434465,1.6656896229570892,Sulfotransferase family,Carbohydrate transport and metabolism
Acropora_008843,1.434065726821389,-2.4283266290629713,NA,NA
Acropora_008857,-8.101995814058487,12.391887078893529,homolog subfamily B member,"Posttranslational modification, protein turnover, chaperones"
Acropora_008866,-1.5483972589258912,3.649907106013753,galactosyltransferase activity,Carbohydrate transport and metabolism
Acropora_008931,2.0392522143533314,-20.261607165535597,Short calmodulin-binding motif containing conserved Ile and Gln residues.,Function Unknown
Acropora_008940,-1.648387327263394,1.740898552456413,"ERK and JNK pathways, inhibitor",Function Unknown
Acropora_008943,-2.6876511350673806,6.072945117040684,thiol-dependent ubiquitin-specific protease activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_008945,2.187234803753723,-4.87433180262204,NA,NA
Acropora_008954,-2.103847009585412,9.109441094568677,signal peptide processing,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_008963,1.3890356023543022,-4.436617010879171,Hepatic leukemia factor,Transcription
Acropora_008983,-2.7177273477417683,4.582033011557026,NA,NA
Acropora_009003,-1.5431988760264985,1.8165820303703373,hyaluronic acid binding,Signal transduction mechanisms
Acropora_009016,-1.5666235215764581,3.904594975094903,NA,NA
Acropora_009091,-1.9372503188424561,3.7903800034743345,phospholipid-translocating ATPase activity,Inorganic ion transport and metabolism
Acropora_009137,-1.7016061610564397,2.9929449954190037,B-cell translocation gene 1,Signal transduction mechanisms
Acropora_009141,3.0256436569373273,-4.760106853204173,ion transport,Lipid transport and metabolism
Acropora_009163,-1.4343332087190135,11.87598381906397,positive regulation of DNA N-glycosylase activity,"Translation, ribosomal structure and biogenesis"
Acropora_009164,-2.0486910346958767,7.432285459416434,NA,NA
Acropora_009168,-2.2058650974617584,9.625625575694189,NA,NA
Acropora_009174,-2.626797348002064,4.9440930247398915,zinc ion binding,
Acropora_009184,1.8611021634368552,-8.01044194460636,Centrosomal protein,Function Unknown
Acropora_009209,-3.792307044611306,4.237924070229162,negative regulation of cell growth,Function Unknown
Acropora_009215,-4.502245337895948,3.034543431995211,NA,NA
Acropora_009228,1.693454335543189,-5.941866529637674,"inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity",Signal transduction mechanisms
Acropora_009243,-1.304834797382683,6.332065125317851,"Family with sequence similarity 160, member",Function Unknown
Acropora_009248,2.63066455558901,-3.7943344911514627,Pyridoxal-dependent decarboxylase conserved domain,Amino acid transport and metabolism
Acropora_009317,-2.9390646630827235,3.9173474158743824,NA,NA
Acropora_009336,-1.3431191215833855,1.8670882448712895,cellular response to vasopressin,
Acropora_009363,-1.7648674952081698,-7.019736458145729,NA,NA
Acropora_009457,2.0730725718286753,-4.756846551905123,GTP binding,"Translation, ribosomal structure and biogenesis"
Acropora_009486,-4.955236128585332,9.272235411072687,magnesium ion transmembrane transporter activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_009522,2.874646295805967,-10.289504322685248,NA,NA
Acropora_009527,2.450141865965567,-10.140508352968748,G1 to G0 transition involved in cell differentiation,Function Unknown
Acropora_009565,-3.9808713969719407,4.627186357520294,NA,NA
Acropora_009578,2.1617381857490816,-10.997371013831835,NA,NA
Acropora_009581,-3.28871853658401,5.16651066319294,Ubiquitin-conjugating enzyme,"Posttranslational modification, protein turnover, chaperones"
Acropora_009588,1.380690452621398,-4.528277282129094,NACHT and WD repeat,Chromatin structure and dynamics
Acropora_009622,1.5520637301086222,-3.330574272623438,rho guanine nucleotide exchange factor,Signal transduction mechanisms
Acropora_009633,-5.134205894112574,-2.119824047706466,NA,NA
Acropora_009648,1.5825993770416047,-1.4502554868357338,cell cycle,Function Unknown
Acropora_009650,-1.9560262126722026,6.927239806817773,-,
Acropora_009660,1.443790731772035,-2.2804483301389826,NA,NA
Acropora_009763,-1.4856415058112562,10.527344640326032,positive regulation of histone H3-K79 methylation,"Posttranslational modification, protein turnover, chaperones"
Acropora_009771,1.3952662347701688,-4.836085643464259,Domain of unknown function (DUF4795),Function Unknown
Acropora_009775,2.936050696182397,-1.9862858470213642,NA,NA
Acropora_009776,3.2302418463815123,-2.0124357693042554,Collagen triple helix,Function Unknown
Acropora_009796,-1.3581320620678428,2.562519352462875,reverse transcriptase,Function Unknown
Acropora_009817,-2.3056860689401923,6.884585439476595,NA,NA
Acropora_009948,6.2129691121751796,-2.640211910981712,frizzled binding,Signal transduction mechanisms
Acropora_009949,2.047289973051816,-5.3530169195102975,ELKS RAB6-interacting CAST family member,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_009970,-1.443790731772035,12.453460897658907,pyrroline-5-carboxylate reductase activity,Amino acid transport and metabolism
Acropora_009972,-1.4232008252090353,9.059456786317051,NA,NA
Acropora_009985,1.8821418643704475,3.367731029266721,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity",Carbohydrate transport and metabolism
Acropora_009986,3.1425454307116345,-4.058987796516094,metal ion binding,"Posttranslational modification, protein turnover, chaperones"
Acropora_010000,2.0138359922207556,-5.085424834955018,NA,NA
Acropora_010083,-3.669605961794665,5.545383395932712,Ubiquitin-2 like Rad60 SUMO-like,Function Unknown
Acropora_010084,-1.4009475948803738,6.051165968774918,member RAS oncogene family,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_010086,-1.9612131654284033,3.9741873342739544,Thioesterase superfamily member 6,Function Unknown
Acropora_010094,-1.973864094035657,2.468472780263262,Subtilase family,"Posttranslational modification, protein turnover, chaperones"
Acropora_010097,-1.4490334053699387,5.596137169242673,RNA polymerase I transcription factor binding,Transcription
Acropora_010099,1.6776261048834467,-1.7474717117218432,Integrin linked kinase,Signal transduction mechanisms
Acropora_010131,-5.090397124879728,9.41778170610202,It is involved in the biological process described with,"Posttranslational modification, protein turnover, chaperones"
Acropora_010170,1.919637907503934,-5.827410479893434,response to cell cycle checkpoint signaling,"Cell cycle control, cell division, chromosome partitioning"
Acropora_010229,4.292676712355693,-2.422009228443052,Arachidonate 5-lipoxygenase,Amino acid transport and metabolism
Acropora_010237,-7.282095266252284,9.498448503864672,unfolded protein binding,"Posttranslational modification, protein turnover, chaperones"
Acropora_010282,-2.3224482033506075,8.045150621090068,NA,NA
Acropora_010286,2.423927550512444,-3.950337116227262,PFAM Glycosyl transferases group 1,Cell wall/membrane/envelope biogenesis
Acropora_010289,-1.4315569733399307,4.805328817865268,NA,NA
Acropora_010290,-2.424091652466368,14.192652756499694,Belongs to the peptidase S1 family,"Posttranslational modification, protein turnover, chaperones"
Acropora_010312,2.3224482033506075,-6.590889886342115,NA,NA
Acropora_010314,-1.5321169298163793,4.008129206776872,steroid receptor RNA activator 1,Transcription
Acropora_010315,-1.7115289732284436,1.8011942262517346,stromal interaction molecule,Function Unknown
Acropora_010328,1.4289152771136533,-2.560135809238545,cAMP-dependent protein kinase regulator activity,Signal transduction mechanisms
Acropora_010329,2.2475561702916855,-4.053989757870193,Extracellular matrix protein,
Acropora_010346,2.5791731413495915,-2.366705953367222,NA,NA
Acropora_010416,1.720534237389516,-9.472437343376754,Transmembrane protein 131-like,Function Unknown
Acropora_010441,-1.64544527640609,10.593487092963608,NA,NA
Acropora_010456,-1.306280222541513,5.855744662421852,NA,NA
Acropora_010494,1.4835736451264656,-2.805867797121712,transmembrane receptor protein tyrosine kinase activity,Signal transduction mechanisms
Acropora_010519,2.5695886724314305,-12.198956560428401,NA,NA
Acropora_010521,3.039451035636946,-9.97262343986736,NA,NA
Acropora_010538,3.1432094458435738,-16.860935225572064,NA,NA
Acropora_010547,2.076080969435031,-5.335769475917867,NA,NA
Acropora_010549,-3.39500610762951,-3.7383388544245335,microtubule motor activity,Cytoskeleton
Acropora_010587,1.3295654773640215,2.758099757198392,NA,NA
Acropora_010588,-5.964692128756754,13.130283949249511,NA,NA
Acropora_010593,5.929316014171079,-11.085294000227785,NA,NA
Acropora_010595,-1.9829443870650685,4.311365196927248,Protein of unknown function (DUF719),Function Unknown
Acropora_010625,-7.678905252671594,8.311187445002718,NA,NA
Acropora_010627,-8.534623304956648,4.723884756924041,NA,NA
Acropora_010628,-9.17121882763388,5.7856590343024505,NA,NA
Acropora_010672,-2.3407341078543586,7.221068040657367,Endomembrane protein 70,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_010684,-1.6396366177330144,4.472173917182406,Kunitz/Bovine pancreatic trypsin inhibitor domain,"Posttranslational modification, protein turnover, chaperones"
Acropora_010696,-1.6864108696913345,9.308898500918039,intracellular cholesterol transport,Inorganic ion transport and metabolism
Acropora_010718,-1.3668862357741625,-2.173195364411621,extracellular ligand-gated ion channel activity,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_010747,-1.4534195403407462,8.997758323928158,dolichyl-diphosphooligosaccharide-protein glycotransferase activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_010760,-2.5959764019766163,6.735871488149187,NA,NA
Acropora_010815,-1.5195718672703091,13.263070318808154,DIS3 exosome endoribonuclease and 3'-5' exoribonuclease,"Translation, ribosomal structure and biogenesis"
Acropora_010816,-1.8764590448681098,27.6636798298591,NA,NA
Acropora_010828,-1.9414041718590949,4.77458160178416,ATP:ADP antiporter activity,Energy production and conversion
Acropora_010839,1.6210591658201479,-1.7575149172770432,NA,NA
Acropora_010848,7.070728471098075,-6.608442184078899,Tower,"Replication, recombination and repair"
Acropora_010911,-3.0756391011994593,8.139045449517878,NA,NA
Acropora_010917,-6.804477040184134,4.083071456624237,NA,NA
Acropora_010931,2.6368078786672764,-12.08113236440684,NA,NA
Acropora_010941,1.3952662347701688,-3.2416491525458486,heterotrimeric G-protein binding,Signal transduction mechanisms
Acropora_010972,4.092890408854837,-2.2840658915735266,Belongs to the MCM family,"Replication, recombination and repair"
Acropora_010973,-2.689032015806964,-1.5789472710115435,Nuclear factor erythroid,Transcription
Acropora_010981,-1.5648369542700198,11.498257518903642,Ubiquitin-2 like Rad60 SUMO-like,"Posttranslational modification, protein turnover, chaperones"
Acropora_011001,10.498111564280455,-19.805896250079016,calcium ion-regulated exocytosis of neurotransmitter,Function Unknown
Acropora_011016,-2.9597998107999706,3.251412412730177,"Solute carrier family 35, member B1",Carbohydrate transport and metabolism
Acropora_011082,1.8167508505041263,-3.9026304322460423,NMDA glutamate receptor activity,
Acropora_011089,-1.4219227554494154,3.0044593107332216,TFIIH basal transcription factor complex helicase XPB,"Replication, recombination and repair"
Acropora_011102,2.0418778064532628,-6.674011964464642,NA,NA
Acropora_011132,1.705927061866875,-10.786659453490234,NA,NA
Acropora_011143,5.5137095686175055,-13.319085811029902,NA,NA
Acropora_011149,2.279568530062291,-5.993866354519076,"Transfers N-acetylgalactosamine (GalNAc) from UDP-GalNAc to N-acetylglucosamine-beta-benzyl with a beta-1,4-linkage to form N,N'-diacetyllactosediamine, GalNAc-beta-1,4-GlcNAc structures in N-linked glycans and probably O-linked glycans",Carbohydrate transport and metabolism
Acropora_011173,3.303791787463358,-17.45167318304676,NA,NA
Acropora_011181,-1.9829443870650685,6.67963028112944,Chondroitin,"Posttranslational modification, protein turnover, chaperones"
Acropora_011186,2.0723002532687715,-2.835393120503907,calcium ion-regulated exocytosis of neurotransmitter,Function Unknown
Acropora_011200,-5.510280953835452,19.328653185836217,phagocytosis,Function Unknown
Acropora_011208,5.506211563497822,-9.122070300299448,NA,NA
Acropora_011226,1.9721218579379398,-2.813634655295084,NA,NA
Acropora_011244,5.044507024658301,-8.40391571399065,NA,NA
Acropora_011245,3.1374408395915894,-4.85958479274037,NA,NA
Acropora_011246,4.1025137480656015,-7.552665583472049,NA,NA
Acropora_011262,5.015257412381,-8.224349785894251,NA,NA
Acropora_011268,-2.751280889463976,8.036242511802806,NA,NA
Acropora_011334,-1.6304516625274856,3.6116045899860594,Golgi organization,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_011357,-1.7165605914240925,6.452843839158183,"ATP-binding cassette, sub-family F",Nucleotide transport and metabolism
Acropora_011388,1.41663936258414,-5.0138159833671585,"Responsible for the deacetylation of lysine residues on the N-terminal part of the core histones (H2A, H2B, H3 and H4). Histone deacetylation gives a tag for epigenetic repression and plays an important role in transcriptional regulation, cell cycle progression and developmental events",Chromatin structure and dynamics
Acropora_011390,1.440685843489072,-4.819602599100812,positive regulation of type B pancreatic cell proliferation,Signal transduction mechanisms
Acropora_011391,2.2217271734992723,-5.435011036142955,SKI DACH domain containing 1,Transcription
Acropora_011416,1.467573013377469,-3.4867683261614077,NA,NA
Acropora_011419,2.0730725718286753,-2.864928617649828,NA,NA
Acropora_011500,1.7589028586634503,-1.8580191254538652,"mitochondrial electron transport, NADH to ubiquinone",Energy production and conversion
Acropora_011510,1.4710823244004976,-3.2516670142313258,amine sulfotransferase activity,Function Unknown
Acropora_011514,1.8865172231657554,-4.538473030857348,NA,NA
Acropora_011604,-3.8490539587227155,6.803644310067131,NA,NA
Acropora_011607,-2.236882861755093,2.9161514385943352,NA,NA
Acropora_011905,-2.3860690069088943,4.252994626893548,NA,NA
Acropora_011943,-5.425350305567188,11.436368450847326,NA,NA
Acropora_011954,-1.9354179593865888,5.035007037018527,NA,NA
Acropora_011965,-3.595082555493646,24.23268245654695,NA,NA
Acropora_011992,-1.3762602510063053,7.084135886315102,[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_012149,-8.534623304956648,2.9335375611827748,NA,NA
Acropora_012400,5.081700042707973,-4.972419163931531,"DNA (cytosine-5-)-methyltransferase activity, acting on CpN substrates",Function Unknown
Acropora_012525,1.9721218579379398,-8.642618426762848,NA,NA
Acropora_012558,1.6704246103077818,-6.444549428476065,protein O-linked glycosylation via threonine,"Posttranslational modification, protein turnover, chaperones"
Acropora_012600,1.4206420574021528,-3.6751429432619567,NA,NA
Acropora_012605,1.841966923588032,-2.0644781520292232,gamma-tubulin binding,Function Unknown
Acropora_012877,-2.201677015005094,4.350711868159688,Promotes transcriptional elongation by Su(Tpl) ELL. Essential for development (By similarity),Transcription
Acropora_012878,-3.871731103008105,15.572037764774217,positive regulation of epithelial to mesenchymal transition,Function Unknown
Acropora_012906,-1.7798741830549931,3.6484098945617442,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,Signal transduction mechanisms
Acropora_012929,-3.9519905258788137,2.6628349679798946,NA,NA
Acropora_012934,1.3234461865008615,-1.8163985161807863,Transcriptional activator GLI3,Transcription
Acropora_012938,-1.6442683058567522,12.434851594485334,non-membrane spanning protein tyrosine phosphatase activity,Signal transduction mechanisms
Acropora_012944,-2.294378487462894,3.4409768403731373,Regulator of chromosome condensation (RCC1) repeat,
Acropora_012973,-2.196428894406677,14.77964047893075,ribosomal protein,"Translation, ribosomal structure and biogenesis"
Acropora_012980,1.4360901871824485,-2.7194011436585517,Dickkopf N-terminal cysteine-rich region,Function Unknown
Acropora_012982,-1.4922061200961376,7.055771838510311,Protein transport protein SEC61 subunit,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_012990,-2.2530111914713533,1.4695017438161198,helix loop helix domain,Transcription
Acropora_013023,2.0061805711597755,-5.161035292521089,Serine threonine-protein kinase tousled-like,Signal transduction mechanisms
Acropora_013078,2.77880756347862,-8.941298947527942,endoplasmic reticulum-plasma membrane tethering,Function Unknown
Acropora_013082,-1.5375936767450509,-3.338833417106372,NA,NA
Acropora_013107,-9.741206303338595,3.5483296029642584,WD40 repeats,Function Unknown
Acropora_013142,1.5305555411887535,-2.8309508572420965,RNA recognition motif,RNA processing and modification
Acropora_013170,-2.472701247691628,18.309685941393827,NA,NA
Acropora_013196,-1.368260915234397,12.45819371513897,NADH dehydrogenase ubiquinone 1 alpha subcomplex,Function Unknown
Acropora_013199,-1.5377853491262157,7.446790153373293,regulation of cellular macromolecule biosynthetic process,"Translation, ribosomal structure and biogenesis"
Acropora_013277,1.5181793049102694,-4.933523015500998,RNA secondary structure unwinding,RNA processing and modification
Acropora_013297,2.011056793063284,-5.286737746153797,"Protein tyrosine phosphatase, receptor type",Signal transduction mechanisms
Acropora_013300,3.9428629857597794,-2.607814466976894,NA,NA
Acropora_013317,1.3883026587502012,-6.479241742163763,NA,NA
Acropora_013326,1.3466798798503972,-6.034822407184164,protein ubiquitination,"Posttranslational modification, protein turnover, chaperones"
Acropora_013327,1.9002917198247729,-12.618125601840681,protein ubiquitination,"Posttranslational modification, protein turnover, chaperones"
Acropora_013393,1.9324193084019274,-1.6240060344551002,cellular response to bleomycin,"Replication, recombination and repair"
Acropora_013396,2.9838897968108378,-9.441702417246985,Has a role in the perception of gravity,RNA processing and modification
Acropora_013403,-7.863863808735434,6.872637628720904,NA,NA
Acropora_013440,-3.0974491278193255,2.4573924515087326,tooth eruption,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_013482,-2.188808807940293,1.431109443773284,DBD domain binding,Signal transduction mechanisms
Acropora_013499,-3.727011830870472,2.7643527899366487,zinc ion binding,Function Unknown
Acropora_013500,-1.6213824782954778,4.280811904912225,NA,NA
Acropora_013509,-1.4145204296817335,4.477015624959543,RNA binding,Lipid transport and metabolism
Acropora_013590,4.472088205780537,-12.08113236440684,forkhead box,Transcription
Acropora_013591,-1.3981536211043626,17.277286658760232,intracellular protein transport,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_013598,1.4117765489065697,-1.535268847584199,zymogen granule exocytosis,Signal transduction mechanisms
Acropora_013599,-1.549828070191631,10.08070655197172,signal peptide processing,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_013659,-1.4491911369890909,8.913907699597312,Cytosolic acyl coenzyme A thioester,Lipid transport and metabolism
Acropora_013672,-1.9272601651917103,8.707236782494299,"3-kinase, catalytic subunit",Signal transduction mechanisms
Acropora_013679,3.1916210695874336,-3.3375742291395576,c-SKI Smad4 binding domain,Function Unknown
Acropora_013680,1.5110509384736948,-2.8778558780631904,rho guanine nucleotide exchange factor,Signal transduction mechanisms
Acropora_013682,2.062683721242324,-3.655373804674622,positive regulation of bicellular tight junction assembly,Function Unknown
Acropora_013689,-1.3691172233403328,4.560588095916339,endocytosis,"Translation, ribosomal structure and biogenesis"
Acropora_013707,7.6560789855907885,-1.528946965857078,homophilic cell adhesion via plasma membrane adhesion molecules,Carbohydrate transport and metabolism
Acropora_013729,1.7604870373682273,-5.0281978745777405,-,
Acropora_013750,2.7406279531444264,-1.9205197358468877,ATP-dependent RNA helicase,RNA processing and modification
Acropora_013789,-1.480197369801752,18.54289166021468,phosphopyruvate hydratase activity,Carbohydrate transport and metabolism
Acropora_013834,2.5329826534232236,-5.326567659656683,transcription activator 1,Function Unknown
Acropora_013880,3.2165104295134572,-28.034554400343378,NA,NA
Acropora_013887,2.447571201250865,-13.050932821485977,NA,NA
Acropora_013889,1.359091881373616,-2.120441805510119,carbohydrate binding,Signal transduction mechanisms
Acropora_013902,1.7277575646552488,-1.6347250599468528,DDB1- and CUL4-associated factor 10,Transcription
Acropora_013931,1.64544527640609,-2.8809902364705895,"base-excision repair, DNA ligation","Replication, recombination and repair"
Acropora_013932,2.164395924020364,-2.0131223171929116,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity,Carbohydrate transport and metabolism
Acropora_013936,3.213917749779303,-12.348277321132496,NA,NA
Acropora_013974,4.663803878534321,-12.529578123073525,"Urease alpha-subunit, N-terminal domain",Nucleotide transport and metabolism
Acropora_014032,1.7622470896659708,-6.316834256841391,NA,NA
Acropora_014074,-2.5695886724314305,1.7968237139145602,NA,NA
Acropora_014094,-2.080708317613831,2.2242494902325602,Signal recognition particle receptor,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_014229,-2.5597281036929322,5.746628156498966,Domain of unknown function (DUF4419),Function Unknown
Acropora_014379,1.5319892436213658,-4.363682192216897,nuclear pore complex assembly,Function Unknown
Acropora_014558,-2.144049197267014,4.223024346176972,NA,NA
Acropora_014596,1.3755557648131589,-2.5783096504290324,NA,NA
Acropora_014669,1.9999481029302282,-1.8993355746057232,NA,NA
Acropora_014701,-2.1260231535489327,15.843315246978845,translocon-associated protein,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_014702,-1.5155819220030011,1.5224803073446134,RNA polymerase II subunit A C-terminal domain phosphatase,Transcription
Acropora_014703,-1.436186429559741,4.906019475478378,negative regulation of programmed cell death,Transcription
Acropora_014709,2.2319272648063473,-5.370165678191212,Poly (ADP-ribose) polymerase,Function Unknown
Acropora_014727,8.212983923253692,-8.69072668949614,Low affinity cationic amino acid transporter 2-like,Amino acid transport and metabolism
Acropora_014757,-2.161177563338767,8.092181054235647,"Solute carrier family 33 (acetyl-CoA transporter), member 1",Inorganic ion transport and metabolism
Acropora_014766,-4.547051070929751,5.662997778563147,Hemicentin 1,Signal transduction mechanisms
Acropora_014847,4.8129638316226515,-5.2699948173597395,NA,NA
Acropora_014874,2.360830947313897,-5.686455287336439,telomerase activity,Function Unknown
Acropora_014875,-2.5902511604049603,-1.7866561883281702,Monoamine oxidase,Amino acid transport and metabolism
Acropora_014883,-1.3086432253843534,4.672910293561327,NA,NA
Acropora_014965,-1.4096172336700894,1.550600411036239,radial spoke head protein 3 homolog,Function Unknown
Acropora_014986,-3.0736030901513325,18.507115584291796,sequestering of actin monomers,Cytoskeleton
Acropora_014987,-2.8957023334438103,8.894656510219999,NA,NA
Acropora_015004,5.072745833823411,-6.030076135563786,NA,NA
Acropora_015007,-1.8376706367313422,-4.35022644797613,3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity,Lipid transport and metabolism
Acropora_015023,-1.6704246103077818,6.183417446850324,-,
Acropora_015024,-1.5880268505257897,7.6876816142519875,Destroys radicals which are normally produced within the cells and which are toxic to biological systems,Inorganic ion transport and metabolism
Acropora_015031,1.358316792098042,-3.4709943104302896,May play a role in anchoring the cytoskeleton to the plasma membrane,Cytoskeleton
Acropora_015034,2.5425225717756006,-1.892544318305927,NA,NA
Acropora_015037,-1.5155819220030011,4.294262088350479,NA,NA
Acropora_015041,-1.6459724465715901,1.960639390890784,NA,NA
Acropora_015050,-1.6459724465715901,4.130439693487723,Methyltransferase domain,"Secondary metabolites biosynthesis, transport and catabolism"
Acropora_015051,1.8821418643704475,-13.627629846639655,NA,NA
Acropora_015089,-1.6207645530294306,6.206163869279718,vacuolar transport,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_015148,-2.397953497665939,5.071319907177651,Wnt-protein binding,Function Unknown
Acropora_015149,3.2926372028227076,-6.1862476851371335,NA,NA
Acropora_015162,-6.80698647295344,9.467746421686483,PEST proteolytic signal containing nuclear protein,Function Unknown
Acropora_015163,-3.3906142578016216,4.743168953308037,NA,NA
Acropora_015165,-3.556591074548762,15.584786044827577,"negative regulation of retrograde protein transport, ER to cytosol","Posttranslational modification, protein turnover, chaperones"
Acropora_015174,3.374254667269099,-3.6826457061186817,regulation of phosphorylation of RNA polymerase II C-terminal domain,RNA processing and modification
Acropora_015187,-1.7589028586634503,8.358777521094025,activating signal cointegrator 1 complex subunit,RNA processing and modification
Acropora_015216,1.5408188990634164,-5.883905990338201,-,
Acropora_015225,-1.68459412381811,2.986489051774062,alkaline phosphatase activity,Inorganic ion transport and metabolism
Acropora_015243,-1.3890356023543022,8.842807064726179,"SH3-binding, glutamic acid-rich protein",Function Unknown
Acropora_015245,1.4763364712868854,-4.44115977667359,"Solute carrier organic anion transporter family, member","Secondary metabolites biosynthesis, transport and catabolism"
Acropora_015274,-1.7072795171498514,4.0803738399679546,lactation elevated,"Translation, ribosomal structure and biogenesis"
Acropora_015278,-2.2607276517423194,4.184704377733224,NA,NA
Acropora_015316,7.495995937315756,-8.650003558682897,coagulation factor V,Signal transduction mechanisms
Acropora_015317,9.136062812387475,-7.293654732869551,Contactin associated protein-like 2a,Signal transduction mechanisms
Acropora_015323,1.474566745306752,-2.117026443480301,Structural maintenance of chromosomes,"Replication, recombination and repair"
Acropora_015337,1.6714708786864207,-3.0332264246588583,glutathione hydrolase activity,Amino acid transport and metabolism
Acropora_015355,1.5142409245867203,-2.3395056044365243,NA,NA
Acropora_015356,3.05141040545431,-8.58543899249341,NA,NA
Acropora_015366,-1.9215811848085878,1.742057769639905,spectrin binding,Lipid transport and metabolism
Acropora_015371,1.9821025629280797,-5.735869081583435,motor activity,Cytoskeleton
Acropora_015375,-2.065946850937717,11.214995522233338,"negative regulation of mRNA splicing, via spliceosome",Transcription
Acropora_015379,1.6459724465715901,-2.3509311665007253,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family,Cytoskeleton
Acropora_015389,10.397715422224119,-17.09704554709162,NADP-retinol dehydrogenase activity,"Secondary metabolites biosynthesis, transport and catabolism"
Acropora_015453,2.088222977462992,-3.2075759251686233,NA,NA
Acropora_015455,-3.9360021191548005,9.303713049303433,peptidyl-tryptophan modification,Function Unknown
Acropora_015541,4.8050499158545925,-17.100512148542045,NA,NA
Acropora_015559,1.3479933331294964,-2.820882039223477,NA,NA
Acropora_015582,1.766782879720598,-16.172392844550366,NA,NA
Acropora_015598,6.44435194797761,-3.425954678144587,Belongs to the MCM family,"Replication, recombination and repair"
Acropora_015611,-2.2088274389764257,1.8312332522955068,Belongs to the peptidase M10A family,"Posttranslational modification, protein turnover, chaperones"
Acropora_015613,-2.3224482033506075,2.6690971508945505,NA,NA
Acropora_015620,1.3270600739086067,-5.370165678191212,NA,NA
Acropora_015678,4.935478940172993,-14.651175341611467,von Willebrand factor (vWF) type A domain,Function Unknown
Acropora_015683,3.541337639268053,-4.8842220298593055,cell division,Transcription
Acropora_015693,-1.3650911502624328,2.0780607329695964,activation of NF-kappaB-inducing kinase activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_015703,1.9821025629280797,-8.558757716258691,phosphatidylinositol-3-phosphate binding,Function Unknown
Acropora_015708,-1.6554054924063406,9.515655671297205,"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties",Carbohydrate transport and metabolism
Acropora_015724,-1.5588955493986423,1.3136001550259642,NA,NA
Acropora_015731,-1.4749099455166357,6.054511081262905,NA,NA
Acropora_015744,1.8384526480157797,-5.23002088377871,amine oxidase,"Secondary metabolites biosynthesis, transport and catabolism"
Acropora_015804,3.052177316999664,-4.633157327592748,tetraterpenoid metabolic process,"Secondary metabolites biosynthesis, transport and catabolism"
